id|idcvlac|categoria|nombre|nombre_citaciones|nacionalidad|sexo
2016|349941||Fabio Alonso Prado Cerón|NaN|Colombiana|Masculino
2017|1113160||Germán Alvarez Ayala|NaN|Colombiana|Masculino
2018|347493||Hugo Hernán Erazo Gómez|NaN|Colombiana|
2019|1400682||JHONNY ALEXANDER CUELLAR LEON|NaN|Colombiana|Masculino
2020|1493064||jonatan alexander rivera narvaez|NaN|Colombiana|Masculino
2021|346381||José Manuel Tobar Mesa|NaN|Colombiana|Masculino
2022|17215||Julian Alberto Mendez Mosquera|NaN|Colombiana|Masculino
2023|19968||Julian David Trochez Solarte|NaN|Colombiana|Masculino
2024|17097||Laura Fernanda Mera Garcia|NaN|Colombiana|Femenino
2025|166430|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Luis Carlos Pardo Locarno Locarno|NaN|Colombiana|Masculino
2026|693669|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Martha Isabel ALMANZA PINZON|NaN|Colombiana|Femenino
2027|344150||Noé Albán López|NaN|Colombiana|Masculino
2028|69578||paola Andrea Londoño Carvajal|NaN|Colombiana|Femenino
2029|17213||Richard Javier Solarte Rivera|NaN|Colombiana|Masculino
2030|349640||Roman Martin Stechauner Rohringer|NaN|Colombiana|Masculino
2031|1498278||Rosa Angelica Viquez Pancho|NaN|Colombiana|Femenino
2032|1459020||XIMENA ANDREA RUIZ ERAZO|NaN|Colombiana|Femenino
2033|176516|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Germán Vargas Guillén|NaN|Colombiana|Masculino
2034|382809|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Augusto Maximiliano Prada Dussán|NaN|Colombiana|Masculino
2035|202789||Adolfo León Gómez Giraldo|NaN|Colombiana|Masculino
2036|1100742|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Adriana María Ruiz Gutiérrez|NaN|Colombiana|Femenino
2037|1432478|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Alessandro Ballabio|NaN|Extranjero - otra|Masculino
2038|1638519||Andrés Felipe Urrego Salas|NaN|Colombiana|Masculino
2039|1376749||Ángela Rocío Bejarano Chaves|NaN|Colombiana|Femenino
2040|1649428||Bayron Hernan Giral Ospina|NaN|Colombiana|Masculino
2041|1572841||Brayan Stee Hernández Cagua|NaN|Colombiana|Masculino
2042|1410645||Camilo Andrés Toledo PARRA|NaN|Colombiana|Masculino
2043|1595328||Camilo David Cárdenas Barreto|NaN|Colombiana|Masculino
2044|1510106|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carlos Arturo Bedoya Rodas|NaN|Colombiana|Masculino
2045|425796||Carlos Arturo Guevara Amórtegui|NaN|Colombiana|Masculino
2046|373087||Carlos Enrique Restrepo Bermúdez|NaN|Colombiana|
2047|36676|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carlos Jilmar Diaz Soler|NaN|Colombiana|Masculino
2048|1383612||Carolina Villada Castro|NaN|Colombiana|Femenino
2049|1825919||Cristian Camilo Diaz Becerra|NaN|Colombiana|Masculino
2050|1372808||Daniel Estrada Gonzalez|NaN|Colombiana|Masculino
2051|189065||Daniel HERRERA RESTREPO|NaN|Colombiana|Masculino
2052|1296787||Diana Marcela Albadan Murillo|NaN|Colombiana|Femenino
2053|624497|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Diana María Acevedo-Zapata|NaN|Colombiana|Femenino
2054|26180||Eduardo Salcedo Ortiz|NaN|Colombiana|Masculino
2055|1604354||Elsa Patricia Siu Lanzas|NaN|Extranjero - otra|Femenino
2056|1483202||Francy Lined Vasquez Brochero|NaN|Colombiana|Femenino
2057|1594025||Fredy Alejandro Gómez Vergara|NaN|Colombiana|Masculino
2058|1450787||Fredy Hernan Prieto Galindo|NaN|Colombiana|Masculino
2059|1523124||German Carvajal Ahumada|NaN|Colombiana|Masculino
2060|209902|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Guillermo Bustamante Zamudio|NaN|Colombiana|Masculino
2061|915009||Guillermo Pérez La Rotta|NaN|Colombiana|Masculino
2062|1032674||Harry Paul Reeder|NaN|Extranjero - otra|Masculino
2063|10749||Hernán Alonso Jaramillo Fernández|NaN|Colombiana|Masculino
2064|97467||INGRID TATIANA BOHORQUEZ ORTEGA|NaN|Colombiana|Femenino
2065|45897||Jerson Dubán Vásquez Rivera|NaN|Colombiana|Masculino
2066|112921||Johana Páez Vigoya|NaN|Colombiana|Femenino
2067|1548775||John Nomesqui|NaN|Colombiana|Masculino
2068|1056816||Jorge Iván Hoyos Morales|NaN|Colombiana|Masculino
2069|578576||José Francisco Rodríguez Latorre|NaN|Colombiana|Masculino
2070|702269|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Juan Carlos AGUIRRE GARCÍA|NaN|Colombiana|Masculino
2071|1270656||Juan Carlos Ramírez Echeverri|NaN|Colombiana|Masculino
2072|530530|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Juan Carlos Rincón Acuña|NaN|Colombiana|Masculino
2073|1598851||Keyla Díaz Muñoz|NaN|Colombiana|Femenino
2074|1209604||Laura Angélica Rodríguez Silva|NaN|Colombiana|Femenino
2075|43472||Laura Camila Olarte Arias|NaN|Colombiana|Femenino
2076|154806||Leonardo TOVAR GONZALEZ|NaN|Colombiana|Masculino
2077|1527203||LILIANA AVILA SERRANO|NaN|Colombiana|Femenino
2078|233560|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Luis Carlos Gómez Flórez|NaN|Colombiana|Masculino
2079|1500055||Luis Esteban Estrada LOPERA|NaN|Colombiana|Masculino
2080|21686||Luisa Fernanda Castaño Londoño|NaN|Colombiana|Femenino
2081|2445||Luz Gloria Cárdenas Mejía|NaN|Colombiana|Femenino
2082|516430||María Alexandra Campo Granados|NaN|Colombiana|Femenino
2083|873330||Maria Cecilia Alvarez Vejarano|NaN|Colombiana|Femenino
2084|210684||Maria Cristina Bohorquez Sotelo|NaN|Colombiana|Femenino
2085|1597118||Mary Julieth Guerrero Criollo|NaN|Colombiana|Femenino
2086|134369||Miguel Ángel Espitia Raba|NaN|Colombiana|Masculino
2087|22634||Nancy Lorena Gamboa Sandoval|NaN|Colombiana|Femenino
2088|871842||Nelson Adolfo Hurtado Ordoñez|NaN|Colombiana|Masculino
2089|1344008||Paula Liliana Roberta Ruiz Charris|NaN|Colombiana|Femenino
2090|156874||Sandra Viviana Gómez Rubio|NaN|Colombiana|Femenino
2091|380059||Sonia Cristina Gamboa Sarmiento|NaN|Colombiana|Femenino
2092|1013130|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Victor Eligio ESPINOSA GALAN|NaN|Colombiana|Masculino
2093|628697||Viviana Villa Restrepo|NaN|Colombiana|Femenino
2094|1372949||Yon Leider Restrepo Monsalve|NaN|Colombiana|Masculino
2095|179710||Esther Juliana Vargas Arbeláez|NaN|Colombiana|Femenino
2096|1338092||Ramiro Miguel Acevedo Martínez|NaN|Colombiana|Masculino
2097|2411||Aida Patricia Gonzalez Nieva|NaN|Colombiana|Femenino
2098|434493|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Alex Manuel Montes Padilla|NaN|Colombiana|Masculino
2099|1424532||Christian Camilo Gomez Mosquera|NaN|Colombiana|Masculino
2100|150971||Edwin César Chamorro Ibarra|NaN|Colombiana|Masculino
2101|439177||Elkin Darío CÁRDENAS DÍAZ|NaN|Colombiana|Masculino
2102|857718||Francisco Eduardo Enríquez Belalcázar|NaN|Colombiana|Masculino
2103|1337315||Gerardo Arturo Loaiza Motato|NaN|Colombiana|Masculino
2104|1353531||Jairo Roa Fajardo|NaN|Colombiana|Masculino
2105|885371||JHON PÉREZ PÉREZ|NaN|Colombiana|Masculino
2106|729973||María Del Pilar Astudillo Fernández|NaN|Colombiana|Femenino
2107|1116428||Mauricio Maca Chagüendo|NaN|Colombiana|Masculino
2108|51425||Paulo César Navia González|NaN|Colombiana|Masculino
2109|1631943|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Ricardo Córdoba Gómez|NaN|Colombiana|Masculino
2110|439142|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Willy Will SIERRA ARROYO|NaN|Colombiana|Masculino
2111|1438010||Wilmer Libardo Molina Yepez|NaN|Colombiana|Masculino
2112|232211|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Sandra Milena Roa Martínez|NaN|Colombiana|Femenino
2113|1245880||Alex Julian Dorado Rodriguez|NaN|Colombiana|Masculino
2114|264644||Carolina González Serrano|NaN|Colombiana|Femenino
2115|140864||Ember Ubeimar Martinez Flor|NaN|Colombiana|Masculino
2116|1425138|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Hendrys Fabián Tobar Muñoz|NaN|Colombiana|Masculino
2117|59269||Jorge Adrián Muñoz Velasco|NaN|Colombiana|Masculino
2118|1445103||Juan Carlos Mora Fernandez|NaN|Colombiana|
2119|1614136||Laura Maria Orozco Garcia|NaN|Colombiana|Femenino
2120|1420545||Maritza Fernanda Mera Gaona|NaN|Colombiana|Femenino
2121|387614|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Miguel Angel Mendoza Moreno|NaN|Colombiana|Masculino
2122|674435||Nestor Díaz Mariño|NaN|Colombiana|Masculino
2123|338540||Juan Pablo Paz Concha|NaN|Colombiana|Masculino
2124|198137|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|JOSÉ FERNANDO GRASS RAMIREZ|NaN|Colombiana|Masculino
2125|311740||Alejandra GONZALEZ ACEVEDO|NaN|Colombiana|Femenino
2126|1442315||Ana María Sicard Ayala|NaN|Colombiana|Femenino
2127|38895||Andrea Adazzeth Moreno Eraso|NaN|Colombiana|Femenino
2128|123931||Andrés Gustavo Ruiz Payán|NaN|Colombiana|Masculino
2129|1613211||Arnold Samir Lasso Dorado|NaN|Colombiana|Masculino
2130|814881||Catalina Garcia Solorzano|NaN|Colombiana|Femenino
2131|148563||Clara Ines Giraldo Aristizabal|NaN|Colombiana|Femenino
2132|1657859||Claudia Bibiana Noguera Orozco|NaN|Colombiana|Femenino
2133|1647701||Claudia Ximena Sandoval Paz|NaN|Colombiana|Femenino
2134|1405742||Concepcion Hurtado CHANTRE|NaN|Colombiana|Femenino
2135|40363|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Consuelo Montes Rojas|NaN|Colombiana|Femenino
2136|1421178||Cristian Andrés Pérez Lobato|NaN|Colombiana|Masculino
2137|1457680||David Eduardo Dávila Molina|NaN|Colombiana|Masculino
2138|1131001|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|DORA ENITH TOBAR TOSSE|NaN|Colombiana|Femenino
2139|1287354||Gloria Amparo QUEVEDO DIAZ|NaN|Colombiana|Femenino
2140|448354||Gloria Mercedes NARANJO ROJAS|NaN|Colombiana|Femenino
2141|1558568||Gustavo Adolfo Alegría Fernández|NaN|Colombiana|Masculino
2142|348430||Henry MAYA|NaN|Colombiana|Masculino
2143|1592406||James Edward Montano Morales|NaN|Colombiana|Masculino
2144|1428627||Jessica Lorena Enríquez Valdés|NaN|Colombiana|Femenino
2145|1693618||Johana Andrea Maca Alemesa|NaN|Colombiana|Femenino
2146|343269||José Franco Alvis Gordo|NaN|Colombiana|Masculino
2147|1248634|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Juan Carlos Villalba Malaver|NaN|Colombiana|Masculino
2148|592862||Juan Miguel Villa Latorre|NaN|Colombiana|Masculino
2149|1440991||Julieth Alexandra Chacón Paja|NaN|Colombiana|Femenino
2150|1464030||Leadith Alexandra Gutierrez Velez|NaN|Colombiana|Femenino
2151|54161||Leidy Amparo Bolaños Rangel|NaN|Colombiana|Femenino
2152|341339||Luis Alfredo Londoño Vélez|NaN|Colombiana|Masculino
2153|12815||Luis Antonio Rosas Guevara|NaN|Colombiana|Masculino
2154|136452||Maayann Lisseth Moriones Ruiz|NaN|Colombiana|Femenino
2155|773832||MARISEL LEMOS FIGUEROA|NaN|Colombiana|Femenino
2156|1613288||MAYRA ROXANA SOLARTE MONTOYA|NaN|Colombiana|Femenino
2157|122135||MONICA MARGOT RISUEÑO SOLARTE|NaN|Colombiana|Femenino
2158|42373||Pedro Felipe Giraldo Fajuri|NaN|Colombiana|Masculino
2159|17213||Richard Javier Solarte Rivera|NaN|Colombiana|Masculino
2160|245968||Román Ospina Montealegre|NaN|Colombiana|Masculino
2161|348422||Victor Felipe Terán Gómez|NaN|Colombiana|Masculino
2162|1588062||Yady Eliana Hernandez Silva|NaN|Colombiana|Femenino
2163|886998||Claudia Maria HURTADO TRIVIÑO|NaN|Colombiana|Femenino
2164|193453||Patricia Eugenia Vélez Varela|NaN|Colombiana|Femenino
2165|215341|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Pedro Antonio Moreno Tovar|NaN|Colombiana|Masculino
2166|756474||Adrián Camilo Rodríguez Ararat|NaN|Colombiana|Masculino
2167|1430742||Adriana Maria Chaurra Arboleda|NaN|Colombiana|Femenino
2168|510475||Adriana Patricia Arteaga Orozco|NaN|Colombiana|Femenino
2169|215724||Alba Lorena Silva Silva|NaN|Colombiana|Femenino
2170|408824||Andrea Coronel Tovar|NaN|Colombiana|Femenino
2171|344770||Ashwinikumar Naik|NaN|Extranjero - otra|Masculino
2172|1617885||Aymara Martínez Aragón|NaN|Cubana|Femenino
2173|163538||Bibiana Stella Duarte Restrepo|NaN|Colombiana|Femenino
2174|688258||Carlos Eduardo Tellez Villa|NaN|Colombiana|Masculino
2175|419370||Carlos Fernando Castañeda Olano|NaN|Colombiana|Masculino
2176|100968||Daniela Quibano Ordoñez|NaN|Colombiana|Femenino
2177|1419229||Diego Felipe Martinez Molina|NaN|Colombiana|Masculino
2178|688240||Edwin Ferney Caldon Pizo|NaN|Colombiana|Masculino
2179|140864||Ember Ubeimar Martinez Flor|NaN|Colombiana|Masculino
2180|1191551|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Fernando VÉLEZ VARELA|NaN|Colombiana|Masculino
2181|1484861||Geovanny Alberto Catamuscay Medina|NaN|Colombiana|Masculino
2182|1478172||Gilmar Yunior Delgado Burbano|NaN|Colombiana|Masculino
2183|1242318||Guido Fernando Ortiz Ordoñez|NaN|Colombiana|Masculino
2184|102450||hailyn yozara jaimes cacua|NaN|Colombiana|Femenino
2185|532584|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Henry Fabián Tobar Tosse|NaN|Colombiana|Masculino
2186|1277812||Ivon Andrea Bolaños Martinez|NaN|Colombiana|Femenino
2187|13943||Jannet RODRIGUEZ ARGOTE|NaN|Colombiana|Femenino
2188|1604342||Julián Daniel Molina Muñoz|NaN|Colombiana|Masculino
2189|1391774||JULIAN OVIDIO CUCUÑAME BALCÁZAR|NaN|Colombiana|Masculino
2190|1473823||Juliana Salazar Benítez|NaN|Colombiana|Femenino
2191|434752||Lali Marien Gómez Escobar|NaN|Colombiana|Femenino
2192|232610||Luis Ernesto Garreta Unigarro|NaN|Colombiana|Masculino
2193|215899|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Luis Fernando Molineros Gallón|NaN|Colombiana|Masculino
2194|1604343||Luisa Maria Montenegro Rebolledo|NaN|Colombiana|Femenino
2195|1452001|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Luz Elena Triana Vidal|NaN|Colombiana|Femenino
2196|1218514||Lyda Patricia Mosquera Sanchez|NaN|Colombiana|Femenino
2197|1372883||Mabell Rocio Orobio Mosquera|NaN|Colombiana|Femenino
2198|12130|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Maite Del Pilar Rada Mendoza|NaN|Colombiana|Femenino
2199|38450|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Maria Amparo Acosta Aragon|NaN|Colombiana|Femenino
2200|1462903||MARINO VELEZ VARELA|NaN|Colombiana|Masculino
2201|1462603||Marino Velez Varela|NaN|Colombiana|Masculino
2202|842532||Mario Ernesto Correa Correa|NaN|Colombiana|Masculino
2203|531600|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Maritsa Cruz Muñoz|NaN|Colombiana|Femenino
2204|693669|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Martha Isabel ALMANZA PINZON|NaN|Colombiana|Femenino
2205|451479||Miguel Eduardo Guevara Burbano|NaN|Colombiana|Masculino
2206|1338409||Nancy LLANOS Llanos|NaN|Colombiana|Femenino
2207|674435||Nestor Díaz Mariño|NaN|Colombiana|Masculino
2208|207748||Nilza Velasco Palomino|NaN|Colombiana|Femenino
2209|1350871||Paola Andrea Gómez Buitrago|NaN|Colombiana|Femenino
2210|1219308||Sandra Carlina Rivas Zúñiga|NaN|Colombiana|Femenino
2211|246360||Siler Amador Donado|NaN|Colombiana|Masculino
2212|1345845|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Willian Orlando Castillo Ordoñez|NaN|Colombiana|Masculino
2213|669385||Yhon Jairo Acosta Pérez|NaN|Colombiana|Masculino
2214|76988|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Edier Humberto Pérez|NaN|Colombiana|Masculino
2215|1437235||Claudia Ximena Martínez Valencia|NaN|Colombiana|Femenino
2216|1376476||Adriana Paola Sotelo Muñoz|NaN|Colombiana|Femenino
2217|636460||Alexander Erazo Velásquez|NaN|Colombiana|Masculino
2218|1008269|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Alexander Zúñiga Collazos|NaN|Colombiana|Masculino
2219|104042||ALVARO LEON CATUCHE HOYOS|NaN|Colombiana|Masculino
2220|1434591||ANA CRISTINA NARVAEZ BOLAÑOS|NaN|Colombiana|Femenino
2221|1728290||Ana María Agudelo Cordoba|NaN|Colombiana|Femenino
2222|1209345||Arcadio PEPICANO BELTRAN|NaN|Colombiana|Masculino
2223|12114|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Aristofeles Ortiz|NaN|Colombiana|Masculino
2224|163538||Bibiana Stella Duarte Restrepo|NaN|Colombiana|Femenino
2225|1381457||Camilo Andres Arboleda Pardo|NaN|Colombiana|Masculino
2226|848000|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carmen Stella MOSQUERA VIVAS|NaN|Colombiana|Femenino
2227|1382408||Clara Edith Fernandez Ortega|NaN|Colombiana|Femenino
2228|1382558||Diana Andrea Cardona Peña|NaN|Colombiana|Femenino
2229|449555||Diana Milena Muñoz Solarte|NaN|Colombiana|Femenino
2230|170534||Efren Giraldo Rincón|NaN|Colombiana|Masculino
2231|1271750||Eliana Maria Cardona Caicedo|NaN|Colombiana|Femenino
2232|163635||Eliana Mercedes Valencia Chavarro|NaN|Colombiana|Femenino
2233|526320||Elizabeth Lourdes Cuatindioy Paz|NaN|Colombiana|Femenino
2234|1294210|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Fernando Andrés MUÑOZ GÓMEZ|NaN|Colombiana|Masculino
2235|862975||Gaby Marcela Muñoz Gallego|NaN|Colombiana|Femenino
2236|526509||Greysi Carolina Burbano Latorre|NaN|Colombiana|Femenino
2237|1650763||harold hernan gomez palacios|NaN|Colombiana|Masculino
2238|170585|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Isabel Del Socorro Bravo Realpe|NaN|Colombiana|Femenino
2239|176505||IVONNE AMPARO RAMIREZ GONZALEZ|NaN|Colombiana|Femenino
2240|103248||Jaime Andrés Parra Reyes|NaN|Colombiana|Masculino
2241|411027||Jardiel Obeimar Burbano Navia|NaN|Colombiana|Masculino
2242|1539793||JESÚS DAVID HURTADO VALENCIA|NaN|Colombiana|Masculino
2243|94798||Jhonny Paul Taborda Mosquera|NaN|Colombiana|Masculino
2244|60485||Jose Alexander Jimenez Muñoz|NaN|Colombiana|Masculino
2245|152633||Juan Carlos MONTOYA SALAZAR|NaN|Colombiana|Masculino
2246|1326066||Juan Carlos Ruiz|NaN|Colombiana|Masculino
2247|129740||JULIAN ANDRES ENCISO VARGAS|NaN|Colombiana|Masculino
2248|1408586||JULIE VIVIANA MAYA GIRÓN|NaN|Colombiana|Femenino
2249|1390090||LEIDY ROCIO NIÑO CAMACHO|NaN|Colombiana|Femenino
2250|60490||Leydi Johanna Conú Figueroa|NaN|Colombiana|Femenino
2251|1632251||Libardo Jesus Ante Suarez|NaN|Colombiana|Masculino
2252|371440||Liliana Montalvo Velez|NaN|Colombiana|Femenino
2253|848441||Luis GOMEZ HORMIGA|NaN|Colombiana|Masculino
2254|771554||Luisa Mariela Marquínez Yunda|NaN|Colombiana|Femenino
2255|1271687||Marcela Isabel Moreno Tovar|NaN|Colombiana|Femenino
2256|1726488||Maria Alejandra Sarasty Pabon|NaN|Colombiana|Femenino
2257|536520||Maria Fernanda Medina Viana|NaN|Colombiana|Femenino
2258|118854||Meliza Noriega Aragon|NaN|Colombiana|Femenino
2259|1823294||Mónica Marcela Carvajal Molina|NaN|Colombiana|Femenino
2260|1700551||Paola Andrea Zarama Realpe|NaN|Colombiana|
2261|174866|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Paula Andrea Garcés Constain|NaN|Colombiana|Femenino
2262|1538712||Rafael Andrés Solano López|NaN|Colombiana|Masculino
2263|1659113||RICARDO DANIEL BRAVO ASTAIZA|NaN|Colombiana|Masculino
2264|168084|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Rodrigo Andrés Sarria Villa|NaN|Colombiana|Masculino
2265|771546||Sandra Faisuler Potosi Rodríguez|NaN|Colombiana|Femenino
2266|1271695||Sara Marcela Suarez Dorado|NaN|Colombiana|Femenino
2267|1822628||Viviana Andrea Muñoz Portilla|NaN|Colombiana|Femenino
2268|1270230||William Alberto Cisneros Ordoñez|NaN|Colombiana|Masculino
2269|1603601||Ximena Prieto Salamanca|NaN|Colombiana|
2270|935433||Yenny Alejandra Valencia López|NaN|Colombiana|Femenino
2271|1459435|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Zuly Yuliana Delgado ESPINOSA|NaN|Colombiana|Femenino
2272|907154||Maricela Solarte Ordóñez|NaN|Colombiana|Femenino
2273|260398|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|FERNANDO HERNANDEZ BLANCO|NaN|Colombiana|Masculino
2274|11371||Juan Carlos Argoti Burbano|NaN|Colombiana|Masculino
2275|1384477||Ana Maria Perdomo Calambas|NaN|Colombiana|Femenino
2276|1538997||Andrea Carolina Cabanzo Olarte|NaN|Colombiana|Femenino
2277|1615238||Anuar Ferney Caldón Quirá|NaN|Colombiana|Masculino
2278|1342925||Ayda Marcela Erazo Arcos|NaN|Colombiana|Femenino
2279|1476880||Cristian Aldemar Gasca Silva|NaN|Colombiana|Masculino
2280|1614787||Daira Yanira IPaz Rodriguez|NaN|Colombiana|Femenino
2281|1614781||Diana Isabel Correa Otero|NaN|Colombiana|Femenino
2282|64573||Edith Consuelo Muñoz Ordoñez|NaN|Colombiana|
2283|1363971||Edwin Rolando Valencia Angulo|NaN|Colombiana|Masculino
2284|1615643||Elizabeth Flor de María Betancourt Velasco|NaN|Colombiana|Femenino
2285|139777||Emerson Alonso Rengifo Carpintero|NaN|Colombiana|Masculino
2286|12483||Fabio Antonio Cabezas Fajardo|NaN|Colombiana|Masculino
2287|119389||JAIME BASTIDA ARMENGOL|NaN|Extranjero - otra|Masculino
2288|1623817||Julieth Vanessa Bastidas Rivera|NaN|Colombiana|Femenino
2289|1550043||Lina Marcela Trujillo Chacon|NaN|Colombiana|Femenino
2290|1358616||Lisbeth Alexandra Benavides Castillo|NaN|Colombiana|Femenino
2291|1364395||Luis Alberto Gonzalez Lopez|NaN|Colombiana|Masculino
2292|1473129||Manuel Humberto Mera Lopez|NaN|Colombiana|Masculino
2293|1614718||María Alejandra Muñoz Torres|NaN|Colombiana|Femenino
2294|1614785||Mary Edilma Lopez Guzman|NaN|Colombiana|Femenino
2295|1554475||Norma Oliva Galindez Fernandez|NaN|Colombiana|Femenino
2296|830429||OSCAR DARIO BERMUDEZ ZAMBRANO|NaN|Colombiana|Masculino
2297|151289||Santiago Martínez Cadena|NaN|Colombiana|Masculino
2298|1384490||Victoria Eugenia Pizo Perafan|NaN|Colombiana|Femenino
2299|1603601||Ximena Prieto Salamanca|NaN|Colombiana|
2300|1382397||Yuri Córdoba Campo|NaN|Colombiana|Femenino
2301|180300|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Servio Tulio Pérez Merchancano|NaN|Colombiana|Masculino
2302|180114|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Luz Elena Bolivar Marinez|NaN|Colombiana|Femenino
2303|112518||Edgar Hernán Vivas Calderon|NaN|Colombiana|Masculino
2304|784885|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Hernando Efrain Caicedo Ortiz|NaN|Colombiana|Masculino
2305|180050|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jereson SILVA VALENCIA|NaN|Colombiana|Masculino
2306|1361776||Julián Andrés Zúñiga|NaN|Colombiana|Masculino
2307|1361774||Maria Magdalena Falla Solorzano|NaN|Colombiana|Femenino
2308|1465940||Ober Lizardo Hernandez Rosero|NaN|Colombiana|Masculino
2309|1440685||Pablo Javier Salazar Valencia|NaN|Colombiana|Masculino
2310|12130|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Maite Del Pilar Rada Mendoza|NaN|Colombiana|Femenino
2311|635863||Agustín Olano Villén|NaN|Extranjero - otra|Masculino
2312|518980|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Diana María CHITO TRUJILLO|NaN|Colombiana|Femenino
2313|635324|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Francisco Javier Moreno Andújar|NaN|Extranjero - otra|Masculino
2314|374156|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Héctor Samuel Villada Castillo|NaN|Colombiana|Masculino
2315|635871||José Angel Gómez Ruiz|NaN|Extranjero - otra|Masculino
2316|12998|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|José Luis Arciniegas Herrera|NaN|Colombiana|Masculino
2317|1246933||Leidy Fernanda Alvira Manios|NaN|Colombiana|Femenino
2318|1345231||LILA MARCELA CLAROS GÓMEZ|NaN|Colombiana|Femenino
2319|873411|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|María Del Mar Villamiel Guerra|NaN|Extranjero - otra|Femenino
2320|635880|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|María Luz Sanz Murias|NaN|Extranjero - otra|Femenino
2321|635014||Marisol Salazar Sandoval|NaN|Colombiana|Femenino
