idcvlac,autores,nombre,tipo,verificado,lugar,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores
0000427047,DEYA AMPARO PEREZ ZUNIGA,"Empaques biodegradables y películas comestibles EMBIOPEC : Resultados proyecto de innovación. SENNOVA, Regional Huila",Libro resultado de investigación,True,Colombia,2017,Servicio Nacional de Aprendizaje SENA,978-958-150299-8,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000164662,GERARDO IVAN GOYES PAREDES,OLLAS TULPAS Y FOGONES,Libro resultado de investigación,False,Colombia,2015,Sena,978-958-15-0193-9,,,No Aplica,Ciencias Sociales;Otras Ciencias Sociales;Otras Ciencias Sociales,No Aplica
0001559604,"JHONATAN ISAAC TUMBO RUIZ, LAURA JUDITH SANDOVAL SARMIENTO, RAFAEL ENRIQUE SARMIENTO LOPEZ, YESID GEOVANY PIZO VIDAL, MARISOL OROZCO ALVAREZ, ANGEL GABRIEL ANDRADE RIVERA, YESID ALEJANDRO MOSQUERA QUESADA, NATALIA RODRIGUEZ SOLANO, BRAYAN ESNEYDER LOPEZ VIDAL, LEANDRO TRIANA TRUJILLO, SANTIAGO CASTRILLON PERALTA, ANGIE LORENA SALAZAR ANACONA, DANIELA VALENCIA ALMENDRA, GONZALO EDUARDO IBARRA VALENCIA, MONICA FERNANDA REALPE IMBACHI, ADRIANA ROCIO DELGADO AGREDO, PAULA ANDREA BALTAN SALAZAR, YEISON EDELMO ROJAS CHIMBORAZO, GONZALO CAMARGO PINZON, LINA MARIA RIVERA PAREDES, LINAMARIA LOPEZ HURTADO, CARLOS ALBERTO MAMIAN PALECHOR, ANDRES FELIPE UNI HURTADO","Impresiones, miradas y reflexiones entre plomos",Libro resultado de investigación,False,Colombia,2017,Universidad del Cauca,978-958-732-226-2,,,Tipografía;Cultura Visual;Didácticas;Diseño gráfico;Diseño Tipográfico;Estrategias pedagógicas;Patrimonio Tipográfico,Humanidades;Arte;Diseño,No Aplica
0001364033,"MONICA PATRICIA VALENCIA ROJAS, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, VICTORIA EUGENIA CEBALLOS SARRIA, SILVIO ANDRES ORDONEZ ZUNIGA, JUAN DIEGO OTERO SARMIENTO, DAYAN GONZALEZ QUIJANO, DIANA MARCELA RUIZ ORDONEZ",Estrategias Piloto de Adaptación al Cambio Climático en Fuentes abastecedoras de los acueductos en los municipios de Cajibío y Popayán,Libro resultado de investigación,False,Colombia,2013,Centro Internacional de Investigación e Innovación del Agua (CIAgua),978-958-58320,,,No Aplica,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agricultura, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente",No Aplica
0000723703,"JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, MONICA PATRICIA VALENCIA ROJAS, DAYAN GONZALEZ QUIJANO","Diseño de un plan interinstitucional de manejo, gestión y acciones integrales de recuperación y mantenimiento en los cerros tutelares de la ciudad de Popayán",Libro resultado de investigación,True,Colombia,2014,Talleres Editoriales del Departamento del Cauca,978-958-58817-0-9,,,Ecosistemas Tropicales;Gestión Ambiental;Actividades Antrópicas y Perturbaciones;Sostenibilidad,"Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente, Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad",No Aplica
0000723703,JUAN PABLO MARTINEZ IDROBO,"Boletín De Resultados Popayán - III Encuesta Nacional De Percepción Pública De La Ciencia Y La Tecnología, Colombia 2012",Libro resultado de investigación,False,Colombia,2013,Observatorio Colombiano de Ciencia y Tecnología,978-958-57775-4-5,,,Ciencia;Tecnología e Innovación;Gestión del Conocimiento;Competitividad;Educación Superior;Talento Humano,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria, Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo)",No Aplica
0000723703,"JUAN DIEGO OTERO SARMIENTO, JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, SILVIO ANDRES ORDONEZ, DIANA MARCELA RUIZ ORDONEZ, VICTORIA EUGENIA CEBALLOS SARRIA, MONICA PATRICIA VALENCIA ROJAS",Estrategias Piloto de Adaptación al Cambio Climático en Fuentes abastecedoras de los acueductos en los municipios de Cajibío y Popayán,Libro resultado de investigación,True,Colombia,2013,Universidad del Cauca,978-958-58320-0-8,,,Recurso Hídrico;Gestión Ambiental;Modelamiento;patrones y tendencias;Cambio Climatico;Sostenibilidad,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias Biológicas;Biología Marina y del Agua, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente, Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad",No Aplica
0000723703,"JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, MARIA CRISTINA ORDONEZ DIAZ",Memorias Ii Festival De La Ciencia La Tecnologia Y El Medio Ambiente Para El Departamento Del Cauca,Libro resultado de investigación,False,Colombia,2008,Ediorial Universidad Del Cauca,978-958-732-005-3,1,1 Gb,Ciencia;Tecnología e Innovación;Redes sociales;Gestión del Conocimiento,Ciencias Sociales;Geografía Social y Económica;Estudios Urbanos (Planificación y Desarrollo),Desarrollo rural
0000723703,"JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, CLARA CONCHA",Cartilla De Educacion Ambiental Educando Para Formar Sembradores De Agua,Libro resultado de investigación,False,Colombia,2007,Univesidad Del Cauca,978-958-9451-44-1,1,78,Gestión Ambiental;Redes sociales,Ciencias Naturales;Ciencias Biológicas;Ecología,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000723703,"JUAN PABLO MARTINEZ IDROBO, APOLINAR FIGUEROA CASAS, SAMIR CARLOS JOAQUI DAZA, MONICA PATRICIA VALENCIA ROJAS, DIANA MARCELA RUIZ ORDONEZ, ADOLFO PLAZAS, JUAN DIEGO OTERO SARMIENTO, LORENA ALVEAR, FERNANDO ANDRES MUNOZ, MARIA CRISTINA ORDONEZ DIAZ, LUZ STELLA PEMBERTHY",Plan Estratégico Departamental De Ciencia Tecnología e Innovación del Cauca,Libro resultado de investigación,True,Colombia,2013,Universidad del Cauca,978-958-57044-8-0,,,Ciencia;Tecnología e Innovación;Gestión del Conocimiento;Gestión tecnológica;Sostenibilidad;Innovación,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías, Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0001421557,JULIO CESAR PALECHOR VALENCIA,"Metodología para la implementación del aseguramiento de calidad en los productos software, desarrollados por los aprendices del SENA.",Libro resultado de investigación,False,Colombia,2018,Servicio Nacional de Aprendizaje,978-958-15-0337-7,,,No Aplica,No Aplica,No Aplica
0001345529,LUZ CARIME CHIA CEPEDA,Libro afrontamiento psicosocial - psicosexual de los adolescentes,Libro resultado de investigación,False,España,2012,Ediciones Académicas,9783659019173,,,No Aplica,No Aplica,No Aplica
0001345529,LUZ CARIME CHIA CEPEDA,Incorporación de Multiagentes Inteligentes en EVA: El Estilo de Aprendizaje y Sugerencias al Docente como Herramienta en los EVA,Libro resultado de investigación,False,Colombia,2012,Ediciones Académicas,978-3659030772,,,No Aplica,No Aplica,No Aplica
0000214108,MARIBEL LUCIA JIMENEZ PAZ,OLLAS TULPAS Y FOGONES,Libro resultado de investigación,False,Colombia,2015,Sena,978-958-15-0193-9,,,No Aplica,No Aplica,No Aplica
0001433528,VICTOR ALFONSO RIASCOS MENDEZ,El Chef Enseña,Libro resultado de investigación,False,Colombia,2018,Sena,978-958-15-0338-4,,,No Aplica,No Aplica,No Aplica
0000349925,IVAN PAZ NARVAEZ,Manejo Tecnico Para La Produccion De Aguacate Variedad Hass En La Meseta De Popayan,Libro resultado de investigación,False,Colombia,2011,Universidad del Cauca,978-958-732-086-2,50,235,Microorganismos del suelo,No Aplica,No Aplica
0000344206,FREDY JAVIER LOPEZ MOLINA,DIAGNOSTICO AMBIENTAL AVICOLA Y ESTRATEGIAS DE MEJORAMIENTO,Libro resultado de investigación,False,Colombia,2008,Editorial Universidad Del Cauca,56-16498-89-6,0,105,No Aplica,No Aplica,No Aplica
0001518796,"ANA MILENA VARELA BARRIOS, ABDURABI SEIF, BERNHARD LOEHR",A Guide To Ipm In Brassica Production In Eastern And Southern Africa.,Otro libro publicado,False,Kenia,2003,ICIPE Science Press,9290641487,0,95,No Aplica,No Aplica,No Aplica
0001518796,"ABDURABI SEIF, ANA MILENA VARELA BARRIOS, MICHALIK SUSANNE, BERNHARD LOEHR",A Guide To Ipm In French Bean Production With Emphasis On Kenya,Otro libro publicado,False,Kenia,2001,ICIPE Science Press,9290641428,0,72,No Aplica,No Aplica,No Aplica
0001518796,"ANA MILENA VARELA BARRIOS, ABDURABI SEIF, BERNHARD LOEHR",A Guide To Ipm In Tomato Production In Eastern And Southern Africa.,Otro libro publicado,False,Kenia,2003,ICIPE Science Press,9290641495,0,128,No Aplica,No Aplica,No Aplica
0001518796,"ANA MILENA VARELA BARRIOS, ABDURABI SEIF, BRIGITTE NYAMBO, BERNHARD LOEHR",A Guide To Ipm In Cut Flower Production In Kenya,Otro libro publicado,False,Kenia,2005,ICIPE Science Press,929064172X,0,126,No Aplica,No Aplica,No Aplica
0001518796,"ANA MILENA VARELA BARRIOS, ABDURABI SEIF",A Guide to IPM and Hygiene Standards in Okra Production in Kenya.,Otro libro publicado,False,Kenia,2004,ICIPE Science Press,92-9064-161-5,0,116,No Aplica,No Aplica,No Aplica
0001518796,"ANA MILENA VARELA BARRIOS, ABDURABI SEIF, BRIGITTE NYAMBO",A Guide To Ipm In Mango Production In Kenia,Otro libro publicado,False,Kenia,2005,ICIPE Science Press,92-9064-176-2,0,79,No Aplica,No Aplica,No Aplica
0000693669,"DARIO FAJARDO MONTANA, MARTHA ISABEL ALMANZA PINZON",Misiones Regionales de Ciencia y Tecnología: Región Amazónica Colombiana.,Libro resultado de investigación,False,Colombia,1994,Colciencias ISBN:,ISBN: 9589037364,0,502,No Aplica,No Aplica,No Aplica
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE FERNANDO GRASS, JOSE LUIS DAZA SALMANCA",Metodología para la localización y distribución de instalaciones en una planta de alimentos: estudio de caso,Otro libro publicado,False,Colombia,2010,Ediorial Universidad Del Cauca,978-958-732-052-7,200,168,Diseño de plantas;Localización de plantas,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, JINNA LIZETH FERNANDEZ, RUBEN DARIO RUIZ, JOSE MANUEL TOVAR MESA, SANDRA PATRICIA GODOY BONILLA, JUAN JOSE BRAVO BASTIDAS",Guía Del Mercadeo De Plantas Aromáticas Y Especias En La Plaza De Mercado Del Barrio Bolívar En La Ciudad De Popayán,Libro resultado de investigación,False,Colombia,2011,Taller Editorial Universidad Del Cauca,978-958-732-089-3,80,157,Plaza de mercado;Mercadeo,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE LUIS HOYOS CONCHA, JESUS EDUARDO BRAVO GOMEZ",Introducción A La Fermentación De Sustrato Sólido,Otro libro publicado,False,Colombia,2010,Taller Editorial Universidad Del Cauca,9789587320572,200,103,Agroindustria;Biotecnología,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000936219,SILVIO ANDRES MOSQUERA SANCHEZ,Metodología para la localización y distribución de instalaciones en una planta de alimentos: estudio de caso,Libro resultado de investigación,True,Colombia,2010,Sello Editorial Universidad del Cauca,978-958-732-052-7,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000936219,SILVIO ANDRES MOSQUERA SANCHEZ,Fermentación de Sustrato Sólido,Libro resultado de investigación,True,Colombia,2010,Sello Editorial Universidad del Cauca,978-958-732-057-2,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000936219,SILVIO ANDRES MOSQUERA SANCHEZ,Fisiología de la maduración de frutas,Libro resultado de investigación,True,Colombia,2010,Sello Editorial Universidad del Cauca,978-958-732-069-5,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000936219,SILVIO ANDRES MOSQUERA SANCHEZ,El transporte de frutas por las carreteras del Cauca: un diagnóstico general de las operaciones de manipulación y transporte,Libro resultado de investigación,True,Colombia,2016,Sello Editorial Universidad del Cauca,978-958-732-208-8,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE FERNANDO GRASS, JUAN MIGUEL VILLA",Programación de proyectos,Otro libro publicado,False,Colombia,2003,Universidad del Cauca,,,1,administración de operaciones;administración,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE FERNANDO GRASS, JUAN MIGUEL VILLA",Planificación y control de la administración de producción.,Otro libro publicado,False,Colombia,2003,Universidad del Cauca,,,1,sistemas de producción,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE FERNANDO GRASS, DEYANIRA MUNOZ",La termodinámica en la Agroindustria,Otro libro publicado,False,Colombia,2005,Universidad del Cauca,,,1,Agroindustria;Termodinámica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, SANDRA PATRICIA GODOY BONILLA, ALEJANDRO TOLEDO TOVAR, LUIS FELIPE CALAMBAS","Silvia, La Suiza De América: Su Riqueza Natural, Cultural Y Económica",Libro resultado de investigación,True,Colombia,2008,Universidad del Cauca,978-958-9451-69-4,100,195,Nuevas tecnologías de información,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000936219,"SILVIO ANDRES MOSQUERA SANCHEZ, NEYLA ADRIANA MELLIZO, NASLY ADRIANA TROCHEZ","Diagnóstico de las prácticas postcosecha para tomate de mesa bajo cubierta en el Municipio de Balboa, Departamento del Cauca",Libro resultado de investigación,True,Colombia,2009,Sello Editorial Universidad del Cauca,978-958-732-033-6,50,120,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Productos y procesos biotecnológicos
0000032458,"CARLOS ENRIQUE GUZMAN IDROBO, SILVIO ANDRES MOSQUERA SANCHEZ",El transporte de frutas por las carreteras del Cauca,Libro resultado de investigación,False,Colombia,2016,Editorial Universidad Del Cauca,987-958-732-208-8,,,Frutas;Mercadeo;Poscosecha;Productos agrícolas;Transporte;Transporte de carga,No Aplica,No Aplica
0001347185,"HECTOR SAMUEL VILLADA CASTILLO, ALCY RENE CERON MOSQUERA, ELSA SUSANA CAJIAO BUITRON",Pasos para alcanzar la acreditación de los ensayos en un laboratorio,Otro libro publicado,False,Colombia,2014,Editorial Universidad Del Cauca,978-958-732-155-5,,,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0001520249,"CARLOS EDUARDO DAZA OROZCO, EDUARDO ENRIQUE NORMAN ACEVEDO, GERMAN ANTONIO ARBOLEDA MUNOZ, HECTOR SAMUEL VILLADA CASTILLO, LILY MARCELA PALACIOS, HUGO PORTELA GUARIN","INICIACIÓN CIENTÍFICA Conceptualización, metodologías y buenas prácticas",Libro resultado de investigación,True,Colombia,2019,Editorial Politécnico Grancolombiano,978-958-5544-34-5,,,No Aplica,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0001520249,"GERMAN ANTONIO ARBOLEDA MUNOZ, LILY MARCELA PALACIOS, HUGO PORTELA GUARIN, HECTOR SAMUEL VILLADA CASTILLO",Apropiación social del conocimiento. Construcción de ciencia y tecnología con actores rurales,Libro resultado de investigación,False,Colombia,2021,Editorial Universidad Del Cauca,978-958-732-484-6,,,No Aplica,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0000270792,"HAROLD AUGUSTO ACOSTA ZULETA, ALBERTO BOLANOS",Seguridad en el Laboratorio Químico.,Otro libro publicado,False,Colombia,1990,Universidad del Valle,,1,50,Riesgos químicos;Seguridad ocupacional;Manejo de reactivos,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas,"Educación, Fabricación de productos químicos"
0000270792,"HAROLD AUGUSTO ACOSTA ZULETA, HECTOR SAMUEL VILLADA CASTILLO, JOSE F GRASS",Leche Cruda Y Leche Pasteurizada Analisis De La Competitividad Restringida De La Cadena Lactea Formal Y La Cadena Lactea Informal En Popayan Cauca,Libro resultado de investigación,False,Colombia,2008,Ediorial Universidad Del Cauca,978-958-9451-52-6,0,,No Aplica,No Aplica,No Aplica
0000270792,"HAROLD AUGUSTO ACOSTA ZULETA, HECTOR SAMUEL VILLADA CASTILLO, JOSE F GRASS",Variables De Proceso Y Caracterizacion Fisicoquimica Microscopica Termica Y Mecanica De Almidon Agrio De Yuca Termoplastificado Por Extrusion,Libro resultado de investigación,False,Colombia,2008,Editorial Universidad Del Cauca,978-958-9451-61-8,0,,No Aplica,No Aplica,No Aplica
0000270792,"HAROLD AUGUSTO ACOSTA ZULETA, HECTOR SAMUEL VILLADA CASTILLO, JOSE F GRASS",Caracterizacion Fisicoquimica Termica Y Microscopica Del Almidon Nativo Y Agrio De Yuca,Libro resultado de investigación,False,Colombia,2008,Universidad del Cauca,978-958-9451-54-0,0,,No Aplica,No Aplica,No Aplica
0000197157,JOSE LUIS HOYOS CONCHA,Introducción A La Fermentación De Sustrato Sólido,Otro libro publicado,False,Colombia,2010,Taller Editorial Universidad Del Cauca,9789587320572,1,103,No Aplica,No Aplica,No Aplica
0000197157,JOSE LUIS HOYOS CONCHA,Fisioogía De La Maduración De Frutas,Libro resultado de investigación,False,Colombia,2010,Taller Editorial Universidad Del Cauca,9789587320695,0,164,No Aplica,No Aplica,No Aplica
0000197157,JOSE LUIS HOYOS CONCHA," Fermentación de Sustrato Sólido. Aspectos Generales, Microbiológicos y Bioquímicos",Libro pedagógico y/o de divulgación,False,Colombia,2005,No Aplica,978-958-9475-88-1,,1,No Aplica,No Aplica,No Aplica
0001355380,"LILY MARCELA PALACIOS, GERMAN ANTONIO ARBOLEDA MUNOZ, HECTOR SAMUEL VILLADA CASTILLO, HUGO PORTELA GUARIN, CARLOS EDUARDO DAZA OROZCO","INICIACIÓN CIENTÍFICA Conceptualización, metodologías y buenas prácticas",Libro resultado de investigación,True,Colombia,2019,Editorial Politécnico Grancolombiano,978-958-5544-36-9,,,No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0001355380,LILY MARCELA PALACIOS,"Desarrollo, innovación y tecnología en los países de la Alianza del Pacífico",Libro resultado de investigación,False,No Aplica,2022,Fondo Editorial Universidad César Vallejo,978-612-4435-55-3,,,No Aplica,Ciencias Naturales;Otras Ciencias Naturales;Otras Ciencias Naturales,No Aplica
0001355380,LILY MARCELA PALACIOS,Apropiación social del conocimiento. Construcción de ciencia y tecnología con actores rurales,Libro resultado de investigación,False,Colombia,2021,Universidad del Cauca,978-958-732-484-6,,,No Aplica,"Ciencias Sociales;Otras Ciencias Sociales;Ciencias Sociales, Interdisciplinaria",No Aplica
0001204203,"MARGARITA DEL ROSARIO SALAZAR SANCHEZ, RAUL RODRIGUEZ HERRERA, JOSE FERNANDO SOLANILLA DUQUE, JORGE ARTURO CANAS MONTOYA",Biodegradable Polymers Concepts and Applications,Libro resultado de investigación,False,Estados Unidos,2023,Crc Press-Taylor & Francis Group,9781003230533,,,No Aplica,Ingeniería y Tecnología;Ingeniería de los Materiales;Recubrimientos y Películas,No Aplica
0001343603,MARGOTH LORENA TORRES GUZMAN,Desarrollo de un biopolímero termoplástico por moldeo por compresión,Libro resultado de investigación,False,Colombia,2012,Editorial Académica Española,978-3-659-05850-9,,,Biopolímeros;Empaques biodegradables;Harina hidrolizada de yuca;Moldeo por compresión;Caracterización físico-química,"Ingeniería y Tecnología;Biotecnología Industrial;Bioproductos (Productos que se Manufacturan Usando Biotecnología), Biomateriales, Bioplásticos, Biocombustibles, Materiales Nuevos Bioderivados, Químicos Finos Bioredivados",No Aplica
0001508164,"LAURA JUDITH SANDOVAL SARMIENTO, RAFAEL ENRIQUE SARMIENTO LOPEZ, YESID GEOVANY PIZO VIDAL, ROBERTO GAMONAL ARROYO, JHONATAN ISAAC TUMBO RUIZ, YEISON EDELMO ROJAS CHIMBORAZO, ANGIE LORENA SALAZAR ANACONA, NATALIA RODRIGUEZ SOLANO, ANDRES FELIPE UNI HURTADO, ANGEL GABRIEL ANDRADE RIVERA, ADRIANA ROCIO DELGADO AGREDO, PAULA ANDREA BALTAN SALAZAR, MONICA FERNANDA REALPE IMBACHI, SANTIAGO CASTRILLON PERALTA, LEANDRO TRIANA TRUJILLO, YESID ALEJANDRO MOSQUERA QUESADA, BRAYAN ESNEYDER LOPEZ VIDAL, DANIELA VALENCIA ALMENDRA, CARLOS ALBERTO MAMIAN PALECHOR, GONZALO EDUARDO IBARRA VALENCIA, LINA MARIA RIVERA PAREDES, LINAMARIA LOPEZ HURTADO, GONZALO CAMARGO PINZON","Impresiones, miradas y reflexiones entre plomos",Libro resultado de investigación,True,Colombia,2017,Universidad del Cauca,978-958-732-245-3,,,Patrimonio Tipográfico;Didácticas;Diseño Tipográfico,Humanidades;Arte;Diseño,No Aplica
0001508164,"LAURA JUDITH SANDOVAL SARMIENTO, RAFAEL ENRIQUE SARMIENTO LOPEZ, YESID GEOVANY PIZO VIDAL, GUSTAVO ADOLFO RAMOS MUNOZ",Cuadernos Tipográficos,Libro resultado de investigación,True,Colombia,2017,Ediorial Universidad Del Cauca,978-958-732-226-2,,,Patrimonio Tipográfico;Cultura Visual;Diseño Tipográfico,Humanidades;Arte;Diseño,No Aplica
0001633728,"YESID GEOVANY PIZO VIDAL, LAURA JUDITH SANDOVAL SARMIENTO, RAFAEL ENRIQUE SARMIENTO LOPEZ, MARISOL OROZCO ALVAREZ, HUGO ALONSO PLAZAS PAEZ, JENNYFER ALEJANDRA CASTELLANOS NAVARRETE",Cuadernos tipográficos. Estudios y prácticas en torno a la tipografía en el Suroccidente colombiano 2014-2016,Libro resultado de investigación,True,Colombia,2017,Editorial Universidad Del Cauca,978-958-732-226-2,,,Cultura visual;Didácticas;Diseño tipográfico;Estrategias pedagógicas;Patrimonio tipográfico;Patrimonio gráfico;Tipografía,Humanidades;Arte;Diseño,No Aplica
0001633728,"YESID GEOVANY PIZO VIDAL, RAFAEL ENRIQUE SARMIENTO LOPEZ, LAURA JUDITH SANDOVAL SARMIENTO, CARLOS ALBERTO MAMIAN PALECHOR, LEANDRO TRIANA TRUJILLO, JHONATAN ISAAC TUMBO RUIZ, BRAYAN ESNEYDER LOPEZ VIDAL, YEISON EDELMO ROJAS CHIMBORAZO, PAULA ANDREA BALTAN SALAZAR, NATALIA RODRIGUEZ SOLANO, YESID ALEJANDRO MOSQUERA QUESADA, ADRIANA ROCIO DELGADO AGREDO, ANGIE LORENA SALAZAR ANACONA, SANTIAGO CASTRILLON PERALTA, GONZALO CAMARGO PINZON, GONZALO EDUARDO IBARRA VALENCIA, ANDRES FELIPE UNI HURTADO, LINAMARIA LOPEZ HURTADO, ANGEL GABRIEL ANDRADE RIVERA, MONICA FERNANDA REALPE IMBACHI, LINA MARIA RIVERA PAREDES, DANIELA VALENCIA ALMENDRA, MARISOL OROZCO ALVAREZ",Impresiones. Miradas y realidades entre plomos,Libro resultado de investigación,True,Colombia,2017,Editorial Universidad Del Cauca,978-958-732-245-3,,,Didácticas;Diseño gráfico;Diseño tipográfico;Estrategias pedagógicas;Patrimonio tipográfico;Tipografía,Humanidades;Arte;Diseño,No Aplica
0000012467,"APOLINAR FIGUEROA CASAS, JUAN SANCHEZ DIAZ, RAFAEL CONTRERAS RENGIFO",Evaluación De Impacto Ambiental: Un Instrumetno Para El Desarrollo,Libro resultado de investigación,False,Colombia,1998,Programa Editorial Universidad Autonoma de Occidente,958-96351-1-3,,175,Ecologia;Gestion Ambiental,Ciencias Naturales;Ciencias Biológicas;Ecología,No Aplica
0000012467,"APOLINAR FIGUEROA CASAS, GUIDO BARONA BECERRA, CAMILO DOMINGUEZ OSSA, AGUSTO GOMEZ LOPEZ","Geografía Física Y Política De La Confederación Granadina. Volumen I: Estado Del Cauca. Tomo Ii : Chocó, Buenaventura, Cauca Y Popayán. Territorio Del Caquetá. Tomo Iii: Provincias De Pasto, Túquerres Y Barbacoas",Libro resultado de investigación,False,Colombia,2002,Editorial Universidad Del Cauca,958-9475-26-4,1,4458,Geografia Fisica y Politica,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geografía Física",No Aplica
0000012467,"APOLINAR FIGUEROA CASAS, GUIDO BARONA BECERRA, CAMILO DOMINGUEZ OSSA, AGUSTO J GOMEZ LOPEZ","Geografía Física Y Política De La Confederación Granadina. Volumen Vi: Estado Del Istmo De Panamá. Provincias De Chiriquí, Veraguas, Azuero Y Panamá",Libro resultado de investigación,False,Colombia,2002,Universidad Nacional de Colombia,958-701-194-5,4,1999,Ecologia;Geografia Fisica y Politica,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geografía Física",No Aplica
0000012467,"APOLINAR FIGUEROA CASAS, GUIDO BARONA BECERRA, CAMILO DOMINGUEZ OSSA, AGUSTO J GOMEZ LOPEZ","Geografía Física Y Política De La Confederación Granadina. Estado De Cundinamarca Y Bogotá: Antiguas Provincias De Bogotá, Mariquita, Neiva Y San Martín. Volumen Ii. Obra Dirigida Por El General Agustín Codazzi",Libro resultado de investigación,False,Colombia,2003,EDICUNDI,9589306047,2,328,Geografia Fisica y Politica,"Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geografía Física, Humanidades;Historia y Arqueología;Historia",No Aplica
0000012467,"APOLINAR FIGUEROA CASAS, GUIDO BARONA BECERRA, CAMILO DOMINGUEZ OSSA, AGUSTO J GOMEZ LOPEZ","Geografía Física De La Confederación Granadina, Comisión Corográfica Estudio De Boyacá",Libro resultado de investigación,False,Colombia,2003,Universidad Nacional De Colombia Universidad Pedagogica Y Tecnologica De Colombia,958-701-338-7,3,405,Geografia Fisica y Politica,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geografía Física,No Aplica
