idcvlac,categoria,nombre,nombre_citaciones,nacionalidad,sexo
0001525366,No Aplica,Nelsy Johana Castrillón Ruiz,Nelsy Johana Castrillón Ruiz,Colombiana,Femenino
0001525401,No Aplica,Obeimar Burbano Narváez,Obeimar Burbano Narváez,Colombiana,Masculino
0000232793,No Aplica,Oscar Humberto Rios Ramirez,"RIOS RAMIREZ, OSCAR HUMBERTO",Colombiana,Masculino
0002006794,No Aplica,Oscar Ivan Dacto Andela,"Dacto A, Oscar",Colombiana,Masculino
0001072684,No Aplica,Pablo César Ojeda Lopeda,"OJEDA LOPEDA, PABLO CÉSAR",Colombiana,Masculino
0000553042,No Aplica,Rafael Antonio Velásquez Rodríguez,"VELÁSQUEZ RODRÍGUEZ, RAFAEL ANTONIO",Colombiana,Masculino
0001514871,Investigador Junior ,Ricardo Adrián González Muñoz,"GONZÁLEZ MUÑOZ, RICARDO ADRIÁN",Colombiana,Masculino
0001359609,No Aplica,Rodolfo Jose Maria Salas Lopez,"SALAS LOPEZ, RODOLFO JOSE MARIA",Colombiana,Masculino
0000135109,No Aplica,Mario Alejandro Enríquez Ponce,"ENRÍQUEZ PONCE, MARIO ALEJANDRO",Colombiana,Masculino
0000054650,No Aplica,ALVARO EMILIO TOBON OLANO,"TOBON OLANO, A.",Colombiana,Masculino
0001514272,No Aplica,Brajhan Santiago Obando Obando,Santiago Obando,Colombiana,Masculino
0000409456,No Aplica,Carlos Alfredo Valverde Mosquera,"VALVERDE MOSQUERA, CARLOS ALFREDO",Colombiana,Masculino
0001397132,Investigador Junior ,Claudia Liceth Fajardo Hoyos,"FAJARDO HOYOS, CLAUDIA LICETH",Colombiana,Femenino
0001471317,No Aplica,Diana Carolina Betancourt Trejos,Diana Betancourt,Colombiana,Femenino
0000866113,No Aplica,Diana Marcela Santacruz Ordoñez,"SANTACRUZ ORDOÑEZ, DIANA MARCELA",Colombiana,Femenino
0001565656,No Aplica,Diego Fernando Ordoñez Trullo,"ORDOÑEZ TRULLO, DIEGO FERNANDO",Colombiana,Masculino
0001158937,No Aplica,Diego VIVAS TOBAR,"TOBAR, D. F. V.",Colombiana,Masculino
0000230928,No Aplica,Elsa Lidia Narváez Paredes,Elsa Lidia Narvaez P.,Colombiana,Femenino
0001235095,No Aplica,Francisco Jose Varona Muñoz,"MUÑOZ, F. J. V.",Colombiana,Masculino
0001391267,No Aplica,Guillermo León Ríos Cárdenas,"RÍOS CÁRDENAS, GUILLERMO LEÓN",Colombiana,Masculino
0000929514,No Aplica,Jenny SOLEDAD GUERRERO,"GUERRERO, J. S.",Colombiana,Femenino
0001223674,No Aplica,Jhon Fredy Sanchez Perez,"PEREZ, J. F. S.",Colombiana,Masculino
0000019918,No Aplica,José Arturo Corrales López,José Arturo Corrales López,Colombiana,Masculino
0000540595,No Aplica,Jose Luis Zuñiga Ordoñez,"ZUÑIGA ORDOÑEZ, JOSE LUIS",Colombiana,Masculino
0000792276,No Aplica,Juan Diego Castrillón Orrego,"CASTRILLÓN ORREGO, JUAN DIEGO",Colombiana,Masculino
0001428932,Investigador Junior ,Juan Pablo Domínguez Angulo,"DOMÍNGUEZ ANGULO, JUAN PABLO",Colombiana,Masculino
0001527643,No Aplica,JULIETH KATERINE SALAZAR ORDOÑEZ,JULIETH KATERINE SALAZAR ORDOÑEZ,Colombiana,Femenino
0001527393,No Aplica,leidy yuliana cabrera agredo,"CABRERA AGREDO, LEIDY YULIANA",Colombiana,Femenino
0001238400,No Aplica,Leonardo Aragon Jaramillo,"JARAMILLO, L. A.",Colombiana,Masculino
0001565139,No Aplica,Lorenzo Antonio Noguera,"NOGUERA, LORENZO ANTONIO",Colombiana,Masculino
0001527396,No Aplica,Mabel Cristina Chilito Alarcón,"CHILITO ALARCÓN, MABEL CRISTINA",Colombiana,Femenino
0001527945,No Aplica,MARIA ELENA MUÑOZ PAZ,MARIA ELENA,Colombiana,Femenino
0000043895,No Aplica,Martha Lucìa Paredes Bustamante,"PAREDES BUSTAMANTE, MARTHA LUCÌA",Colombiana,Femenino
0000965472,No Aplica,Nilsa Eugenia Fajardo Hoyos,"FAJARDO HOYOS, NILSA EUGENIA",Colombiana,Femenino
0001019872,No Aplica,Ramiro López Cabrera,"LÓPEZ CABRERA, RAMIRO",Colombiana,Masculino
0001211978,No Aplica,Samuel Ernesto Estrella Moreno,"ESTRELLA MORENO, SAMUEL ERNESTO",Colombiana,Masculino
0001550719,No Aplica,SANDRA LILIANA ZUÑIGA LOPEZ,"ZUÑIGA LOPEZ, SANDRA LILIANA",Colombiana,Femenino
0000470325,No Aplica,Víctor Javier Meléndez Guevara,"MELÉNDEZ GUEVARA, VÍCTOR JAVIER",Colombiana,Masculino
0001626489,No Aplica,William Eugene Ulrich Astaiza,"ULRICH ASTAIZA, WILLIAM EUGENE",Colombiana,Masculino
0000048317,No Aplica,YASHIR JURADO RODRIGUEZ,"JURADO RODRIGUEZ, YASHIR",Colombiana,Femenino
0000008160,No Aplica,YEDMY YELITZA HOME ROJAS,"HOME ROJAS, YEDMY YELITZA",Colombiana,Femenino
0000022760,No Aplica,Camilo Andrés Pérez Pacheco,"PÉREZ PACHECO, CAMILO ANDRÉS",Colombiana,Masculino
0001568671,No Aplica,Oscar Andrés López Valencia,"López Valencia, Óscar Andrés",Colombiana,Masculino
0001362973,No Aplica,YULIETH KARINA MERA PAZ,"MERA PAZ, YULIETH KARINA",Colombiana,Femenino
0001659505,No Aplica,Ana María González Serna,"González, A. M.",Colombiana,Femenino
0000095346,No Aplica,ANGIE VANESSA RODRIGUEZ NAVIA,"RODRIGUEZ NAVIA, ANGIE VANESSA",Colombiana,Femenino
0001521814,No Aplica,Carlos Alberto Mera Jimenez,"MERA JIMENEZ, CARLOS ALBERTO",Colombiana,Masculino
0001035010,No Aplica,Carlos Augusto Sicard Medina,"SICARD MEDINA, CARLOS AUGUSTO",Colombiana,Masculino
0000040034,No Aplica,Cristhiam Alberto Guerrero Rodriguez,"GUERRERO RODRIGUEZ, CRISTHIAM ALBERTO",Colombiana,Masculino
0001607635,No Aplica,Dayra Ibeth Cabrera Muñoz,"CABRERA MUÑOZ, DAYRA IBETH",Colombiana,Femenino
0001910914,No Aplica,Diana Milena Villalobos Avendaño,"VILLALOBOS AVENDAÑO, DIANA MILENA",Colombiana,Femenino
0000094192,No Aplica,Enerieth Montenegro Bolaños,"MONTENEGRO BOLAÑOS, ENERIETH",Colombiana,Femenino
0001654221,No Aplica,Erica Rojas Castellanos,pprina@hotmail.com,Colombiana,Femenino
0001362978,No Aplica,FABIAN ENRIQUE SALAZAR VILLANO,"Salazar-Villano, Fabián Enrique",Colombiana,Masculino
0001492788,No Aplica,Ferrer Rengifo,"RENGIFO, FERRER",Colombiana,Masculino
0000056983,No Aplica,Francy Orleida Samboni Hoyos,"SAMBONI HOYOS, FRANCY ORLEIDA",Colombiana,Femenino
0000005096,No Aplica,Gerardo Peña Echavarria,"PEÑA ECHAVARRIA, GERARDO",Colombiana,Masculino
0000255165,No Aplica,Gloria Judith Castro Bohórquez,"CASTRO BOHÓRQUEZ, GLORIA JUDITH",Colombiana,Femenino
0000007778,No Aplica,Harold Beruth Mosquera,"BERUTH MOSQUERA, HAROLD",Colombiana,Masculino
0001549076,No Aplica,Ingrid Katerine Bravo Ledezma,"BRAVO LEDEZMA, INGRID KATERINE",Colombiana,Femenino
0001495040,No Aplica,Jaiver Enrique Navia Ruiz,"NAVIA RUIZ, JAIVER ENRIQUE",Colombiana,Masculino
0000765732,No Aplica,Lady Carolina Cruz Gómez,"CRUZ GÓMEZ, LADY CAROLINA",Colombiana,No Aplica
0001523939,No Aplica,Leidy Yohana Arbeláez Gutiérrez,"ARBELÁEZ GUTIÉRREZ, LEIDY YOHANA",Colombiana,Femenino
0000037303,No Aplica,MALEN YUDELI SOLIS MONTENEGRO,"SOLIS MONTENEGRO, MALEN YUDELI",Colombiana,Femenino
0001362979,No Aplica,MARIA ISABEL SANCHEZ,"SANCHEZ , MARIA ISABEL",Colombiana,Femenino
0000037547,No Aplica,miguel andres ibarra bermudez,"IBARRA BERMUDEZ, MIGUEL ANDRES",Colombiana,Masculino
0000016956,No Aplica,Oscar Mauricio Liscano Gonzalez,"LISCANO GONZALEZ, OSCAR MAURICIO",Colombiana,Masculino
0000018800,No Aplica,Wilmer Andrés Erazo Quintero,"ERAZO QUINTERO, WILMER ANDRÉS",Colombiana,Masculino
0001362966,No Aplica,Wilson Javier Diago Imbachi,"DIAGO IMBACHI, WILSON JAVIER",Colombiana,Masculino
0000094342,No Aplica,YAMILE ROSIO JIMENEZ SEVILLA,"JIMENEZ SEVILLA, YAMILE ROSIO",Colombiana,Femenino
0001442622,Investigador Junior ,Yilver Arnulfo Mosquera Vallejo,"MOSQUERA-VALLEJO , YILVER",Colombiana,Masculino
0000748285,No Aplica,AUGUSTO VELASQUEZ FORERO,"VELASQUEZ FORERO, AUGUSTO",Colombiana,Masculino
0000223352,No Aplica,Carlos César Cabezas Córdoba,"CABEZAS CÓRDOBA, CARLOS CÉSAR",Colombiana,Masculino
0000213110,No Aplica,Javier Ernesto Fernández Mera,"FERNÁNDEZ MERA, JAVIER ERNESTO",Colombiana,Masculino
0000832782,No Aplica,Adriana Consuelo Mera Benavides,"BENAVIDES, A. C. M.",Colombiana,Femenino
0000772690,No Aplica,DARWIN ELIUTT HOYOS MARTÍNEZ,"HOYOS MARTÍNEZ, DARWIN ELIUTT",Colombiana,Masculino
0001130811,No Aplica,Gina María Ortega García,"GARCÍA, G. M. O.",Colombiana,Femenino
0001174860,No Aplica,Guillermo Chaux Figueroa,"Chaux, G.",Colombiana,Masculino
0001677891,No Aplica,Javier Leyton Luna,Leyton,Colombiana,Masculino
0001048465,No Aplica,Johanna Carolina Sandoval Herrera,Sandoval Johanna,Colombiana,Femenino
0000094338,No Aplica,LADY SUSANA MONTENEGRO ARBOLEDA,"MONTENEGRO ARBOLEDA, LADY SUSANA",Colombiana,Femenino
0001663654,No Aplica,LEIDY YOBANA PÉREZ FISNCUÉ,"PÉREZ FISNCUÉ, LEIDY YOBANA",Colombiana,Femenino
0001570275,No Aplica,luis famer lamilla carvajal,luis lamilla,Colombiana,Masculino
0000013358,No Aplica,María Cristina Ledezma Muñoz,"LEDEZMA MUÑOZ, MARÍA CRISTINA",Colombiana,Femenino
0000796514,No Aplica,María Elena Isabel Castro Caicedo,"CASTRO CAICEDO, MARÍA ELENA ISABEL",Colombiana,Femenino
0001359966,No Aplica,Mónica Alexandra Luna Imbacuan,"LUNA IMBACUAN, MÓNICA ALEXANDRA",Colombiana,Femenino
0000223506,No Aplica,Paulo Mauricio Espinosa Echeverri,"ESPINOSA, PAULO M",Colombiana,Masculino
0001390645,No Aplica,Rossy Alexandra Bolaños Rios,Rossy Alexandra Bolaños Rios,Colombiana,Femenino
0001048937,No Aplica,Victoria Eugenia Navia Riuz,"RIUZ, V. E. N.",Colombiana,Femenino
0001622095,No Aplica,Walter Ariza Camacho,"ARIZA CAMACHO, WALTER",Colombiana,Masculino
0000310840,Investigador Asociado ,Pablo Emilio Jojoa Gómez,"JOJOA GÓMEZ, PABLO EMILIO",Colombiana,Masculino
0000252387,No Aplica,Virginia Solarte Muñoz,"SOLARTE MUÑOZ , VIRGINIA",Colombiana,No Aplica
0000144126,No Aplica,Alejandro Toledo Tovar,"TOLEDO TOVAR, ALEJANDRO",Colombiana,Masculino
0000416509,No Aplica,Andres Eugenio ENRIQUEZ LENIS,"ENRIQUEZ LENIS, ANDRES EUGENIO",Colombiana,Masculino
0001340277,No Aplica,Carlos Alberto Astudillo Trujillo,"ASTUDILLO TRUJILLO, CARLOS ALBERTO",Colombiana,Masculino
0001741641,No Aplica,Catalina Muñoz Collazos,"MUÑOZ COLLAZOS, CATALINA",Colombiana,Femenino
0001344055,Investigador Junior ,CHRISTIAN FERNANDO VEGA CAICEDO,"VEGA CAICEDO, CHRISTIAN FERNANDO",Colombiana,Masculino
0001424148,No Aplica,diana isabel trujillo cifuentes,"TRUJILLO CIFUENTES, DIANA ISABEL",Colombiana,Femenino
0000274852,No Aplica,Diego Ferney Gómez Cajas,Gomez-Cajas Dego F.,Colombiana,Masculino
0000012416,No Aplica,Edgard Castillo Erassour,"CASTILLO ERASSOUR, EDGARD",Colombiana,Masculino
0000012432,Investigador Junior ,Guefry Leider Agredo Méndez,"AGREDO MÉNDEZ, GUEFRY LEIDER",Colombiana,Masculino
0001692626,Investigador Junior ,Gustavo Adolfo Gomez Agredo,Gustavo Gómez,Colombiana,Masculino
0000147630,No Aplica,Harold Armando Romo Romero,"ROMO ROMERO, HAROLD ARMANDO",Colombiana,Masculino
0001113470,No Aplica,Jenny Cuatindioy Imbachi,"CUATINDIOY IMBACHI, JENNY",Colombiana,Femenino
0000012394,No Aplica,José Giovanny López Perafán,"LÓPEZ PERAFÁN, JOSÉ GIOVANNY",Colombiana,No Aplica
0001405019,Investigador Junior ,Juan Pablo Hoyos Sanchez,"HOYOS SANCHEZ, JUAN PABLO",Colombiana,Masculino
0001380095,No Aplica,Maria Fernanda Rivera Sanclemente,M. FERNANDA R. SANCLEMENTE.,Colombiana,Femenino
0000172722,No Aplica,MARIA LUCIA VARGAS,"VARGAS , MARIA LUCIA",Colombiana,Femenino
0000138733,No Aplica,MARÍA MANUELA SILVA ZAMBRANO,"SILVA ZAMBRANO, MARÍA MANUELA",Colombiana,Femenino
0001387316,No Aplica,Mauricio Castillo Rozo,"Castillo Rozo, Mauricio",Colombiana,Masculino
0000144657,No Aplica,Pedro Vera Vera,"VERA VERA, PEDRO",Colombiana,Masculino
0000388564,Investigador Junior ,Irma Piedad Arango Gaviria,"ARANGO GAVIRIA, IRMA PIEDAD",Colombiana,Femenino
0000316318,No Aplica,Mary Edith Murillo Fernández,"MURILLO FERNÁNDEZ, MARY EDITH",Colombiana,Femenino
0000512834,No Aplica,Angela Maria VALENCIA SOLARTE,"SOLARTE, A. M. V.",Colombiana,Femenino
0001472823,Investigador Junior ,Angela Yicely Castro Garcés,"CASTRO GARCÉS, ANGELA YICELY",Colombiana,Femenino
0000317314,No Aplica,Constanza Edy Sandoval Paz,"SANDOVAL PAZ, CONSTANZA EDY",Colombiana,Femenino
0000873942,No Aplica,Diego Fabián Arevalo Viveros,"AREVALO VIVEROS, DIEGO FABIÁN",Colombiana,No Aplica
0000012033,No Aplica,Luis Alfredo López Quinayás,"LÓPEZ QUINAYÁS, LUIS ALFREDO",Colombiana,Masculino
0000317535,No Aplica,Luis Arleyo Cerón Palacios,"CERÓN PALACIOS, LUIS ARLEYO",Colombiana,Masculino
0000317225,Investigador Junior ,Luis Fernando Arévalo Viveros,"ARÉVALO VIVEROS, LUIS FERNANDO",Colombiana,Masculino
0000516740,No Aplica,Luisa Fernanda Zapata Londoño,"ZAPATA LONDOÑO, LUISA FERNANDA",Colombiana,Femenino
0000316776,No Aplica,Marco VALENCIA CALLE,"VALENCIA CALLE, MARCO ANTONIO",Colombiana,Masculino
0000317276,No Aplica,Nelly María Ordóñez Martinèz,"MARTINÈZ, N. M. O.",Colombiana,Femenino
0000253391,No Aplica,Olga Marlene CAMPO RUIZ,"CAMPO RUIZ, OLGA MARLENE",Colombiana,Femenino
0000387320,No Aplica,Socorro Corrales Carvajal,"CORRALES CARVAJAL, SOCORRO",Colombiana,Femenino
0000068715,Investigador Asociado ,Maria Isabel Turbay Varona,"TURBAY VARONA, MARIA ISABEL",Colombiana,Femenino
0000632350,No Aplica,Liliana Vargas Agredo,"VARGAS AGREDO, LILIANA",Colombiana,Femenino
0001903241,No Aplica,Ammy Valentina Chilito Erira,Ammy Valentina Chilito,Colombiana,Femenino
0001541763,No Aplica,Andrés Felipe Andela Carlosama,"ANDELA CARLOSAMA, ANDRÉS FELIPE",Colombiana,Masculino
0000019639,No Aplica,Andres Felipe Calvache Muñoz,"CALVACHE MUÑOZ, ANDRES FELIPE",Colombiana,Masculino
0001614365,No Aplica,Andrés Felipe Espinosa Pineda,"ESPINOSA PINEDA, ANDRÉS FELIPE",Colombiana,Masculino
0000167880,No Aplica,CARLOS ANDRES ARIAS RAMIREZ,"ARIAS RAMIREZ, CARLOS ANDRES",Colombiana,Masculino
0000039766,No Aplica,CAROLINA POLO GARZON,"Polo-Garzón, C.",Colombiana,Femenino
0000019644,No Aplica,Dany Sebastian Burbano Ortiz,"BURBANO ORTIZ, DANY SEBASTIAN",Colombiana,Masculino
0001549642,No Aplica,Diana Carolina Bedoya Fernandez,"BEDOYA FERNANDEZ, DIANA CAROLINA",Colombiana,Femenino
0001541761,No Aplica,Diego Armando Meneses Sanchez,"MENESES SANCHEZ, DIEGO ARMANDO",Colombiana,Masculino
0000067062,No Aplica,DIEGO FABIAN BOLAÑOS SARRIA,"BOLAÑOS SARRIA, DIEGO FABIAN",Colombiana,Masculino
0000874493,No Aplica,Francisco Arciniegas Molina,"MOLINA, F. A.",Colombiana,Masculino
0001548397,No Aplica,German Alberto Martinez Vargas,"MARTINEZ VARGAS, GERMAN ALBERTO",Colombiana,Masculino
0001629009,No Aplica,Ginna Liseth Daza Ordoñez,"DAZA ORDOÑEZ, GINNA LISETH",Colombiana,Femenino
0000019645,No Aplica,Gloria Esteffany Jiménez Ibagón,"JIMÉNEZ IBAGÓN, GLORIA ESTEFFANY",Colombiana,Femenino
0000874825,No Aplica,Guillermo Gutierrez Morales,"GUTIERREZ MORALES, GUILLERMO",Colombiana,Masculino
0001590078,No Aplica,Hardy Ildebrando Dorado Macca,"DORADO MACCA, HARDY ILDEBRANDO",Colombiana,Masculino
0001615070,No Aplica,Isabel Cristina Salazar Yasnó,"SALAZAR YASNÓ, ISABEL CRISTINA",Colombiana,Femenino
0001430710,No Aplica,IVAN HERNANDO CAICEDO RUBIANO,"CAICEDO RUBIANO, IVAN HERNANDO",Colombiana,Masculino
0001414879,No Aplica,Jaime Alberto Dorado Joaqui,"DORADO JOAQUI, JAIME ALBERTO",Colombiana,Masculino
0001614366,No Aplica,Jesús Alexander Urbano Rodriguez,"URBANO RODRIGUEZ, JESÚS ALEXANDER",Colombiana,Masculino
0000019641,No Aplica,Jhon Alexander Muñoz Rodriguez,"MUÑOZ RODRIGUEZ, JHON ALEXANDER",Colombiana,Masculino
0001677341,No Aplica,José Manuel Alegría Cerón,"ALEGRÍA CERÓN, JOSÉ MANUEL",Colombiana,Masculino
0001496435,No Aplica,Juan Carlos Francisco José Diaz Realpe,"DIAZ REALPE, JUAN CARLOS FRANCISCO JOSÉ",Colombiana,Femenino
0001663241,No Aplica,JUAN DAVID CORTES LEON,"CORTES LEON, JUAN DAVID",Colombiana,Masculino
0001414878,No Aplica,julian alberto palechor BRAVO,"PALECHOR BRAVO, JULIAN ALBERTO",Colombiana,Masculino
0001548931,No Aplica,Julian David Tosse Rosero,"TOSSE ROSERO, JULIAN DAVID",Colombiana,Masculino
0000019643,No Aplica,Laura Isabel Forero Muñoz,"FORERO MUÑOZ, LAURA ISABEL",Colombiana,Femenino
0001425085,No Aplica,Lorena Villaquirán López,"VILLAQUIRÁN LÓPEZ, LORENA",Colombiana,Femenino
0001417885,No Aplica,Lucy Esperanza Agredo Lara,"AGREDO LARA, LUCY ESPERANZA",Colombiana,Femenino
0001500289,No Aplica,Luis Jair Narvaez Espinosa,"NARVAEZ ESPINOSA, LUIS JAIR",Colombiana,Masculino
0000002832,No Aplica,MAGDA YISED ERAZO MUÑOZ,"ERAZO MUÑOZ, MAGDA YISED",Colombiana,Femenino
0000047362,No Aplica,maria alejandra gomez martinez,"GOMEZ MARTINEZ, MARIA ALEJANDRA",Colombiana,Femenino
0000019254,No Aplica,MARIA CAMILA RODRIGUEZ BEDOYA,"RODRIGUEZ BEDOYA, MARIA CAMILA",Colombiana,Femenino
0001428378,No Aplica,Maria Gladys Aristizabal DE OREJUELA,"ARISTIZABAL DE OREJUELA, MARIA GLADYS",Colombiana,Femenino
0000340936,No Aplica,Mauricio Sierra Morales,"SIERRA MORALES, MAURICIO",Colombiana,Masculino
0001541760,No Aplica,Oscar Hernando Diaz Rojas,"DIAZ ROJAS, OSCAR HERNANDO",Colombiana,Masculino
0000043400,No Aplica,PABLO ANDRES GOMEZ GRANDA,"GÓMEZ GRANDA, Pablo Andrés",Colombiana,Masculino
0000072687,No Aplica,Pablo Eduardo Pino Figueroa,"PINO FIGUEROA , PABLO EDUARDO",Colombiana,Masculino
0000019646,No Aplica,Paola Andrea Herrera Molina,"HERRERA MOLINA, PAOLA ANDREA",Colombiana,Femenino
0000019647,No Aplica,Raúl Eduardo Carvajal Guzmán,"CARVAJAL GUZMÁN, RAÚL EDUARDO",Colombiana,Masculino
0001590085,No Aplica,Ricardo Pillimue Muñoz,"PILLIMUE MUÑOZ, RICARDO",Colombiana,Masculino
0001629008,No Aplica,Roberth Arley Benavides Villa,"BENAVIDES VILLA, ROBERTH ARLEY",Colombiana,Masculino
0001541762,No Aplica,William Andrés Oviedo Arias,"OVIEDO ARIAS, WILLIAM ANDRÉS",Colombiana,Masculino
0001548936,No Aplica,Wilson Larry Campo Erazo,"CAMPO ERAZO, WILSON LARRY",Colombiana,Masculino
0000078303,No Aplica,César Ricardo Montilla Muñoz,"MONTILLA MUÑOZ, CÉSAR RICARDO",Colombiana,Masculino
0000047468,No Aplica,ERVIN JOSE MUÑOZ ASTAIZA,"MUÑOZ ASTAIZA, ERVIN JOSE",Colombiana,Masculino
0001739428,No Aplica,JUAN CAMILO RAMOS VELASCO,J RAMOS,Colombiana,Masculino
0001545638,No Aplica,Zoila Rosa Nieto Galvan,"NIETO GALVAN, ZOILA ROSA",Colombiana,Femenino
0000747378,No Aplica,Paulo PAZ RAMOS,"PAZ RAMOS, PAULO",Colombiana,Masculino
0001873756,No Aplica,Ángela Patricia Rodríguez Urreste,A.RodriguezUrreste,Colombiana,Femenino
0001475344,No Aplica,Danny Manuel Calvo VELASCO,"CALVO VELASCO, DANNY MANUEL",Colombiana,Masculino
0000433349,No Aplica,Isabel Ramírez Mejía,"RAMÍREZ MEJÍA, ISABEL",Colombiana,Femenino
0001595462,No Aplica,Lucy Esmeralda Paz Trullo,"PAZ TRULLO, LUCY ESMERALDA",Colombiana,Femenino
0000066659,No Aplica,MERY LORENA ZÚÑIGA LÓPEZ,"ZÚÑIGA LÓPEZ, MERY LORENA",Colombiana,Femenino
0001350638,No Aplica,Sandra Juliana Vivas Idrobo,"VIVAS IDROBO, SANDRA JULIANA",Colombiana,Femenino
0001621032,No Aplica,SANDRA MILENA RODRIGUEZ ALVAREZ,"RODRIGUEZ ALVAREZ, SANDRA MILENA",Colombiana,Femenino
0000145449,No Aplica,WILLIAM HENZCER GÓMEZ GÓMEZ,"GÓMEZ GÓMEZ, WILLIAM HENZCER",Colombiana,Masculino
0001391034,No Aplica,Yamileth Ortegon Fernandéz,"ORTEGON FERNANDÉZ, YAMILETH",Colombiana,Femenino
0001411686,No Aplica,Yohana Cardenas Contreras,"CARDENAS CONTRERAS, YOHANA",Colombiana,Femenino
0001747317,No Aplica,Alejandro Moreno Gómez,"MORENO GÓMEZ, ALEJANDRO",Colombiana,Masculino
0001858252,No Aplica,Alejandro Ortega Muñoz,"ORTEGA MUÑOZ, ALEJANDRO",Colombiana,Masculino
0000179773,No Aplica,Alfredo Grueso Torres,"GRUESO TORRES, ALFREDO",Colombiana,Masculino
0000166902,No Aplica,Andrea Camila Montero Zambrano,"MONTERO ZAMBRANO, ANDREA CAMILA",Colombiana,Femenino
0001805744,No Aplica,Andres Felipe Garcia Agudelo,Andres Felipe Garcia,Colombiana,Masculino
0000263354,No Aplica,carlos alberto muñoz ardila,"MUÑOZ ARDILA, CARLOS ALBERTO",Colombiana,Masculino
0001858253,No Aplica,Carlos Eduardo Sandoval Burbano,Sandoval C,Colombiana,Masculino
0000150207,No Aplica,Daniel Mauricio Agredo Montenegro,"AGREDO MONTENEGRO, DANIEL MAURICIO",Colombiana,Masculino
0001858254,No Aplica,Daniela Collazos Girón,Collazos D,Colombiana,Femenino
0000154461,No Aplica,Jeyson Eduardo Medina Mazabuel,"MEDINA MAZABUEL , JEYSON EDUARDO",Colombiana,Masculino
0001712449,No Aplica,JUAN DAVID GAVIRIA SEGURA,Juan Gaviria,Colombiana,Masculino
0001805725,No Aplica,Karol Viviana Yacumal Melo,"YACUMAL MELO, KAROL VIVIANA",Colombiana,Femenino
0001440928,Investigador Junior ,Luis Gabriel Rivera Calderon,"RIVERA CALDERON, LUIS GABRIEL",Colombiana,Masculino
0000133399,No Aplica,María Alejandra López Mora,"LÓPEZ MORA, MARÍA ALEJANDRA",Colombiana,Femenino
0000958549,No Aplica,Martin RUIZ OROZCO,Martin Ruiz,Colombiana,Masculino
0000958930,No Aplica,Nury Edith Cruz Solarte,"CRUZ SOLARTE, NURY EDITH",Colombiana,Femenino
0001864118,No Aplica,Valeria Valentina Maldonado Rivera,Valeria Maldonado,Colombiana,Femenino
0001750595,No Aplica,Wirman Javier Muñoz Muñoz,JMUOZ,Colombiana,Masculino
0000215341,Investigador Asociado ,Pedro Antonio Moreno Tovar,"MORENO TOVAR, PEDRO ANTONIO",Colombiana,Masculino
0000756474,No Aplica,Adrián Camilo Rodríguez Ararat,"RODRÍGUEZ ARARAT, ADRIÁN CAMILO",Colombiana,Masculino
0001430742,No Aplica,Adriana Maria Chaurra Arboleda,"CHAURRA ARBOLEDA, ADRIANA MARIA",Colombiana,Femenino
0000510475,No Aplica,Adriana Patricia Arteaga Orozco,"ARTEAGA OROZCO, ADRIANA PATRICIA",Colombiana,Femenino
0000344770,No Aplica,Ashwinikumar Naik,"NAIK, A.",Extranjero - otra,Masculino
0001617885,No Aplica,Aymara Martínez Aragón,"MARTÍNEZ ARAGÓN, AYMARA",Cubana,Femenino
0000688258,No Aplica,Carlos Eduardo Tellez Villa,"TELLEZ VILLA, CARLOS EDUARDO",Colombiana,Masculino
0000419370,No Aplica,Carlos Fernando Castañeda Olano,"CASTAÑEDA OLANO, CARLOS FERNANDO",Colombiana,Masculino
0000100968,No Aplica,Daniela Quibano Ordoñez,"QUIBANO ORDOÑEZ, DANIELA",Colombiana,Femenino
0001419229,No Aplica,Diego Felipe Martinez Molina,"MARTINEZ MOLINA, DIEGO FELIPE",Colombiana,Masculino
0000688240,No Aplica,Edwin Ferney Caldon Pizo,"CALDON PIZO, EDWIN FERNEY",Colombiana,Masculino
0000241016,No Aplica,Eulalia Banguera Hinestroza,"BANGUERA-HINESTROZA, EULALIA",Colombiana,Femenino
0001484861,No Aplica,Geovanny Alberto Catamuscay Medina,Catamuscay G.,Colombiana,Masculino
0001478172,No Aplica,Gilmar Yunior Delgado Burbano,"Delgado,G",Colombiana,Masculino
0001242318,No Aplica,Guido Fernando Ortiz Ordoñez,"ORDOÑEZ, G. F. O.",Colombiana,Masculino
0000102450,No Aplica,hailyn yozara jaimes cacua,"JAIMES CACUA , HAILYN YOZARA",Colombiana,Femenino
0000532584,Investigador Asociado ,Henry Fabián Tobar Tosse,"TOBAR TOSSE, HENRY FABIÁN",Colombiana,Masculino
0001277812,No Aplica,Ivon Andrea Bolaños Martinez,"BOLAÑOS MARTINEZ, IVON ANDREA",Colombiana,Femenino
0001604342,No Aplica,Julián Daniel Molina Muñoz,"MOLINA MUÑOZ, JULIÁN DANIEL",Colombiana,Masculino
0001391774,No Aplica,JULIAN OVIDIO CUCUÑAME BALCÁZAR,"CUCUÑAME BALCÁZAR, JULIAN OVIDIO",Colombiana,Masculino
0000434752,No Aplica,Lali Marien Gómez Escobar,"GÓMEZ ESCOBAR, LALI MARIEN",Colombiana,Femenino
0000215899,Investigador Asociado ,Luis Fernando Molineros Gallón,"MOLINEROS GALLÓN, LUIS FERNANDO",Colombiana,Masculino
