idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0000182079,"MARIA CRISTINA GALLEGO ROPERO, APOLINAR FIGUEROA CASAS, CLARA MILENA CONCHA LOSADA","ESCARABAJOS ESTERCOLEROS (COLEÓPTERA: SCARABAEINAE) EN TRES USOS DEL SUELO, VEREDA CLARETE, POPAYÁN, CAUCA","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",True,2009,Universidad del Cauca,Universidad del Cauca,,301 - 312,No Aplica,No Aplica,No Aplica,"ESCARABAJOS ESTERCOLEROS (COLEÓPTERA: SCARABAEINAE) EN TRES USOS DEL SUELO, VEREDA CLARETE, POPAYÁN, CAUCA","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000182079,"MARIA CRISTINA GALLEGO ROPERO, VICTORIA EUGENIA CEBALLOS SARRIA, APOLINAR FIGUEROA CASAS","ANÁLISIS DE LA DISTRIBUCIÓN DE LA MACROFAUNA EDÁFICA DE DOS RELICTOS DE BOSQUE DE ROBLE (Quercus humboldtii, Bonpland) CON DIFERENTE GRADO DE INTERVENCIÓN ANTRÓPICA","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Universidad del Cauca,Universidad del Cauca,,1 - 27,No Aplica,No Aplica,No Aplica,"ANÁLISIS DE LA DISTRIBUCIÓN DE LA MACROFAUNA EDÁFICA DE DOS RELICTOS DE BOSQUE DE ROBLE (Quercus humboldtii, Bonpland) CON DIFERENTE GRADO DE INTERVENCIÓN ANTRÓPICA","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000182079,"MARIA CRISTINA GALLEGO ROPERO, JAMES MONTOYA LERMA, LEONARDO RIVERA, ROCIO GARCIA, PATRICIA CHACON, INGE ARMBRECHT",Ecologia,Hormigas de Colombia,False,2019,Empresa Editorial Universidad Nacional De Colombia,Empresa Editorial Universidad Nacional De Colombia,,175 - 201 1,No Aplica,Ciencias Naturales;Ciencias Biológicas;Ecología,Desarrollo rural,Ecologia,Hormigas de Colombia
0000182079,MARIA CRISTINA GALLEGO ROPERO,Efecto de la Intensificación del Cultivo de Café sobre Poneromorfas de Risaralda,Colombia,False,2006,No Aplica,No Aplica,,,No Aplica,No Aplica,No Aplica,Efecto de la Intensificación del Cultivo de Café sobre Poneromorfas de Risaralda,
0000587931,"MARTHA LUCERO BASTIDAS SALAMANCA, EFRAIN RODRIGUEZ RUBIO, FEDERICO CASTILLO",Physical diagnosis,"Integral Diagnosis On The Biophysical And Socioeconomic Impact Related To The Effect Of Pollution From Land Based Activities On The Pacific Coastal Zone Tumaco Bay, Colombia And Basic Guidelines For A Management Plan",False,2006,INVEMAR,INVEMAR,1,1 - 290 1,contaminacion terrestre;impacto ambiental;Tumaco,Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería Ambiental y Geológica,Desarrollo Urbano,Physical diagnosis,"Integral Diagnosis On The Biophysical And Socioeconomic Impact Related To The Effect Of Pollution From Land Based Activities On The Pacific Coastal Zone Tumaco Bay, Colombia And Basic Guidelines For A Management Plan"
0000587931,MARTHA LUCERO BASTIDAS SALAMANCA,Caracterización Física,"Integral Diagnosis On The Biophysical And Socioeconomic Impact Related To The Effect Of Pollution From Land Based Activities On The Pacific Coastal Zone Tumaco Bay, Colombia And Basic Guidelines For A Management Plan",False,2006,INVEMAR,INVEMAR,,26 - 52,No Aplica,No Aplica,No Aplica,Caracterización Física,"Integral Diagnosis On The Biophysical And Socioeconomic Impact Related To The Effect Of Pollution From Land Based Activities On The Pacific Coastal Zone Tumaco Bay, Colombia And Basic Guidelines For A Management Plan"
0000587931,"MARTHA LUCERO BASTIDAS SALAMANCA, CONSTANZA RICAURTE VILLOTA, EDUARDO SANTAMARIA DEL ANGEL, ANDRES ORDONEZ ZUNIGA, MAGNOLIA MURCIA RIANO, DEISY ALEJANDRA ROMERO RODRIGUEZ",Regionalización Dinámica,Regionalización oceanográfica: una visión dinámica del Caribe,False,2017,Serie Publicaciones Especiales Del Invemar Litoflash,Serie Publicaciones Especiales Del Invemar Litoflash,,14 - 31,No Aplica,"Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geociencias (Multidisciplinario), Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Oceanografía, Hidrología y Recursos del Agua, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Meteorología y Ciencias Atmosféricas",No Aplica,Regionalización Dinámica,Regionalización oceanográfica: una visión dinámica del Caribe
0000445681,"MONICA PATRICIA VALENCIA ROJAS, JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS",Historia de las transformaciones en ecosistemas paramunos: El caso del área de traslape del Parque Nacional Natural Puracé,Conflictos ambientales en ecosistemas estratégicos. América Latina y el Caribe Siglos XIX - XXI,True,2017,Centro Editorial Universidad Del Valle,Centro Editorial Universidad Del Valle,,113 - 133,No Aplica,Ciencias Naturales;Ciencias Biológicas;Ecología,No Aplica,Historia de las transformaciones en ecosistemas paramunos: El caso del área de traslape del Parque Nacional Natural Puracé,Conflictos ambientales en ecosistemas estratégicos. América Latina y el Caribe Siglos XIX - XXI
0000445681,"APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO, MONICA PATRICIA VALENCIA ROJAS, SAMIR CARLOS JOAQUI DAZA",Programa Monitoreo Ambiental Para Cambio Climático En Ecosistemas Agrícolas Altoandinos,"Ciencia Y Tecnología Para La Competitividad Del Sector Agropecuario 2002-2010, Resultados Preliminares Proyectos Cofinanciados Por El Ministerio De Agricultura Y Desarrollo Rural",False,2010,Ministerio De Agricultura Y Desarrollo Rural,Ministerio De Agricultura Y Desarrollo Rural,,12 - 13,Cambio climático;Monitoreo ambiental;Recurso hídrico,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agronomía, Ciencias Naturales;Ciencias Biológicas;Ecología","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible.",Programa Monitoreo Ambiental Para Cambio Climático En Ecosistemas Agrícolas Altoandinos,"Ciencia Y Tecnología Para La Competitividad Del Sector Agropecuario 2002-2010, Resultados Preliminares Proyectos Cofinanciados Por El Ministerio De Agricultura Y Desarrollo Rural"
0000445681,MONICA PATRICIA VALENCIA ROJAS,ABUNDANCIA Y ESTADO REPRODUCTIVO DE Pristimantis thectopternus (ANURA : BRACHYCEPHALIDAE) ASOCIADOS A CUATRO FRAGMENTOS DE BOSQUE CON DIFERENTE GRADO DE ALTERACIÓN,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,1 - 300,No Aplica,No Aplica,No Aplica,ABUNDANCIA Y ESTADO REPRODUCTIVO DE Pristimantis thectopternus (ANURA : BRACHYCEPHALIDAE) ASOCIADOS A CUATRO FRAGMENTOS DE BOSQUE CON DIFERENTE GRADO DE ALTERACIÓN,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001009788,"NILSA LORENA ALVEAR NARVAEZ, APOLINAR FIGUEROA CASAS, BERNARDO RAMIRO RAMIREZ PADILLA","Análisis espacio temporal del proceso de fragmentación de la vegetación, cuenca del río Palacé, municipio de Popayán, Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",True,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,225 - 245,No Aplica,No Aplica,No Aplica,"Análisis espacio temporal del proceso de fragmentación de la vegetación, cuenca del río Palacé, municipio de Popayán, Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001009788,"HERNANDO VERGARA VARELA, ANGELICA MOSQUERA, NILSA LORENA ALVEAR NARVAEZ, BERNARDO RAMIRO RAMIREZ PADILLA",Métodos para el análisis de la vegetación,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",True,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,103 - 108,fragmentacion;Biodiversidad,No Aplica,No Aplica,Métodos para el análisis de la vegetación,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001009788,"NILSA LORENA ALVEAR NARVAEZ, APOLINAR FIGUEROA CASAS, BERNARDO RAMIRO RAMIREZ PADILLA","Análisis espacio temporal del proceso de fragmentación de la vegetación en la parte media de la cuenca del Río Palacé, Municipio de Popayán, Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,225 - 246,No Aplica,No Aplica,No Aplica,"Análisis espacio temporal del proceso de fragmentación de la vegetación en la parte media de la cuenca del Río Palacé, Municipio de Popayán, Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001009788,NILSA LORENA ALVEAR NARVAEZ,Red de Autoridades Municipales,"Agenda Ciencia Y Tecnología Caucacyt - Tejiendo Redes, Tejiendo Saberes .",False,2005,Universidad del Cauca,Universidad del Cauca,,35 - 36,No Aplica,No Aplica,No Aplica,Red de Autoridades Municipales,"Agenda Ciencia Y Tecnología Caucacyt - Tejiendo Redes, Tejiendo Saberes ."
0001009788,"HERNANDO VERGARA VARELA, ANGELICA MOSQUERA, NILSA LORENA ALVEAR NARVAEZ",Capitulo IV. Métodos para el análisis de la vegetación,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,103 - 108,No Aplica,No Aplica,No Aplica,Capitulo IV. Métodos para el análisis de la vegetación,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Carlastyanax aurocaudatus,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,191 - 192,Especies de peces amenazadas;Conservación,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Carlastyanax aurocaudatus,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Hyphessobrycon poecilioides,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,203 - 204,Especies de peces amenazadas;Conservación,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Hyphessobrycon poecilioides,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,"PABLO CESAR LEHMANN ALBORNOZ, ALVAREZ LEON R",Ichthyoelephas longirostris,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,118 - 120,Especies de peces amenazadas;Conservación,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Ichthyoelephas longirostris,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,"ALVAREZ LEON R, G PINILLA, J GONZALEZ, PABLO CESAR LEHMANN ALBORNOZ, J E FORERO, R ROSADO",Eremophilus mutisii,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,196 - 1999,Especies de peces amenazadas;Conservación,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales;Ciencias Biológicas;Ecología",Educación,Eremophilus mutisii,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Callichthys fabricioi,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,143 - 145,Especies de peces amenazadas,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento","Educación, Otros sectores",Callichthys fabricioi,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Microgenys minutus,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,207 - 208,Especies de peces amenazadas;Conservación;Characidae,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Microgenys minutus,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Genycharax tarpon,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,164 - 165,Especies de peces amenazadas;Conservación,"Ciencias Naturales;Ciencias Biológicas;Ecología, Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Genycharax tarpon,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,"PABLO CESAR LEHMANN ALBORNOZ, ALVAREZ LEON R",Salminus affinis,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,1,178 - 180,Especies de peces amenazadas;Conservación,"Ciencias Naturales;Ciencias Biológicas;Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales;Ciencias Biológicas;Ecología",Educación,Salminus affinis,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Hyphessobrycon poecilioides,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,,203 - 204,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Hyphessobrycon poecilioides,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Hypoptopomatinae,Peixes do Rio Madeira,False,2013,Santo Antonio Energia,Santo Antonio Energia,,204 - 223,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Hypoptopomatinae,Peixes do Rio Madeira
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção: Volume VI ? Peixes,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção,False,2018,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção,,1 - 1232,Freshwater fish conservation,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção: Volume VI ? Peixes,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Genycharax tarpon Eigenmann 1912,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Arfo Editores E Impresores Ltda,Arfo Editores E Impresores Ltda,,118 - 119,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Genycharax tarpon Eigenmann 1912,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Salminus affinis Steindachner 1880,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Arfo Editores E Impresores Ltda,Arfo Editores E Impresores Ltda,,181 - 183,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Salminus affinis Steindachner 1880,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,"Callichthys fabricioi Román-Valencia, Lehmann y Muñoz 1999",Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,,101 - 102,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,"Callichthys fabricioi Román-Valencia, Lehmann y Muñoz 1999",Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Carlastyanax aurocaudatus,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,,191 - 192,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Carlastyanax aurocaudatus,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Salminus affinis,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,,178 - 180,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Salminus affinis,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Eremophilus mutisii Humboldt 1805,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Arfo Editores E Impresores Ltda,Arfo Editores E Impresores Ltda,,114 - 117,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Eremophilus mutisii Humboldt 1805,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Callichthys fabricioi,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2002,Panamericana formas e impresos S.A.,Panamericana formas e impresos S.A.,,143 - 145,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Callichthys fabricioi,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Peixes,Almanaque do Rio dos Sinos. 1ed.São Leopoldo,False,2011,Grupo Editorial Sinos,Grupo Editorial Sinos,,44 - 57,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Peixes,Almanaque do Rio dos Sinos. 1ed.São Leopoldo
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Microgenys minuta Microgenys minuta,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Arfo Editores E Impresores Ltda,Arfo Editores E Impresores Ltda,,235 - 236,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Microgenys minuta Microgenys minuta,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Ichthyoelephas longirostris,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Arfo Editores E Impresores Ltda,Arfo Editores E Impresores Ltda,,62 - 64,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Ichthyoelephas longirostris,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,"ANA MARIA LEAL ZANCHET, MATEUS RAGUSE QUADROS, PABLO CESAR LEHMANN ALBORNOZ",Diversidade de peixes,Biodiversidade do Campus da Unisinos,False,2018,Editora Fi,Editora Fi,,1 - 216,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,Educación,Diversidade de peixes,Biodiversidade do Campus da Unisinos
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Hyphessobrycon poecilioides Eigenmann 1913.,Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Arfo Editores E Impresores Ltda,Arfo Editores E Impresores Ltda,,227 - 228,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Hyphessobrycon poecilioides Eigenmann 1913.,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,Carlastyanax aurocaudatus (Eigenmann 1913),Libro Rojo De Peces Dulceacuícolas De Colombia,False,2012,Arfo Editores E Impresores Ltda,Arfo Editores E Impresores Ltda,,199 - 200,No Aplica,Ciencias Naturales;Ciencias Biológicas;Conservación de la biodiversidad,No Aplica,Carlastyanax aurocaudatus (Eigenmann 1913),Libro Rojo De Peces Dulceacuícolas De Colombia
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO, MONICA PATRICIA VALENCIA ROJAS",Historia de las transformaciones en ecosistemas paramunos: El caso del área de traslape del Parque Nacional Natural Puracé,Conflictos ambientales en ecosistemas estratégicos. América Latina y el Caribe Siglos XIX - XXI,True,2017,Centro Editorial Universidad Del Valle,Centro Editorial Universidad Del Valle,,113 - 135 1,Adaptación;Paramo;Coberturas Vegetales ;Resiliencia,Ciencias Naturales;Otras Ciencias Naturales;Otras Ciencias Naturales,No Aplica,Historia de las transformaciones en ecosistemas paramunos: El caso del área de traslape del Parque Nacional Natural Puracé,Conflictos ambientales en ecosistemas estratégicos. América Latina y el Caribe Siglos XIX - XXI
0000723690,SAMIR CARLOS JOAQUI DAZA,Programa Monitoreo Ambiental Para Cambio Climático En Ecosistemas Agrícolas Altoandinos - MACACEA.,"Ciencia Y Tecnología Para La Competitividad Del Sector Agropecuario 2002-2010, Resultados Preliminares Proyectos Cofinanciados Por El Ministerio De Agricultura Y Desarrollo Rural",False,2010,Ministerio De Agricultura Y Desarrollo Rural,Ministerio De Agricultura Y Desarrollo Rural,,12 - 23 1,No Aplica,No Aplica,No Aplica,"""Programa Monitoreo Ambiental Para Cambio Climático En Ecosistemas Agrícolas Altoandinos ¿ MACACEA","Ciencia Y Tecnología Para La Competitividad Del Sector Agropecuario 2002-2010, Resultados Preliminares Proyectos Cofinanciados Por El Ministerio De Agricultura Y Desarrollo Rural"
0000723690,SAMIR CARLOS JOAQUI DAZA,ANÁLISIS MULTITEMPORAL DE COBERTURAS VEGETALES PARA ECOTOPOS PARAMUNOS. PARQUE NACIONAL NATURAL PURACÉ,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,1 - 17 1,No Aplica,No Aplica,No Aplica,ANÁLISIS MULTITEMPORAL DE COBERTURAS VEGETALES PARA ECOTOPOS PARAMUNOS. PARQUE NACIONAL NATURAL PURACÉ,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000723690,SAMIR CARLOS JOAQUI DAZA,METODOLOGIA PARA EL ANALISIS DE LAS PERTURBACIONES,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,1 - 6 1,No Aplica,No Aplica,No Aplica,METODOLOGIA PARA EL ANALISIS DE LAS PERTURBACIONES,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000723690,SAMIR CARLOS JOAQUI DAZA,MÉTODOS PARA EL ANÁLISIS ESPACIO TEMPORAL DE LOS PROCESOS DE FRAGMENTACIÓN,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca",False,2009,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,1 - 10 1,No Aplica,No Aplica,No Aplica,MÉTODOS PARA EL ANÁLISIS ESPACIO TEMPORAL DE LOS PROCESOS DE FRAGMENTACIÓN,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000723690,SAMIR CARLOS JOAQUI DAZA,Vigilancia Tecnologica,Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado,False,2008,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,47 - 52 1,No Aplica,No Aplica,No Aplica,Vigilancia Tecnológica,Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO",Gestión Ambiental en Encadenamientos Productivos Rurales de Pequeña Escala,Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado,False,2007,Editorial Universidad Del Cauca,Editorial Universidad Del Cauca,,57 - 62 1,No Aplica,No Aplica,No Aplica,Gestion Ambiental en Encadenamientos Productivos Rurales de Pequeña Escala,Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO",Herramientas para Articularse al Mercado,Estrategia Integral Para Mejorar La Competitividad De Agrocadenas De Productores Rurales De Pequeña Escala En El Departamento Del Cauca,False,2008,Editorial De La Universidad Del Cauca,Editorial De La Universidad Del Cauca,,37 - 40 1,Educación Ambiental ;Gestion ambiental ;Produccion Limpia ,No Aplica,No Aplica,Herramientas para Articularse al Mercado,Estrategia Integral para Mejorar La Competitividad de Agrocadenas de Productores Rurales de Pequeña Escala en el Departamento del Cauca
0000588040,"SILVIO ANDRES ORDONEZ ZUNIGA, CARLOS EDUARDO PENA MEJIA, MARTHA LUCERO BASTIDAS SALAMANCA, CONSTANZA RICAURTE VILLOTA",Región 8: Sinú-Urabá,Regionalización oceanográfica: una visión dinámica del Caribe,False,2017,Serie Publicaciones Especiales Del Invemar Litoflash,Serie Publicaciones Especiales Del Invemar Litoflash,,138 - 155,No Aplica,No Aplica,No Aplica,Región 8: Sinú-Urabá,Regionalización oceanográfica: una visión dinámica del Caribe
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,Cuencas hidrográficas en Colombia. Entendiendo e interpretando el ordenamiento a través del paisaje,La enseñanza e investigación del paisaje en Sudamérica,False,2021,Universidad Católica de Córdoba,Universidad Católica de Córdoba,,108 - 109,No Aplica,Humanidades;Arte;Arquitectura y Urbanismo,No Aplica,Cuencas hidrográficas en Colombia. Entendiendo e interpretando el ordenamiento a través del paisaje,La enseñanza e investigación del paisaje en Sudamérica
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,Capítulos: 2.12 Caracterización del Paisaje; 2.13 Caracterización de Vegetación y flora; 2.14 Caracterización de la Fauna; 2.15 Identificación de Áreas y Ecosistemas Estratégicos.,Actualización y Ajuste del Plan de Ordenación y Manejo de la cuenca del río Seco y otros directos al Magdalena.,False,2020,Corporación Autónoma Regional de Cundinamarca - CAR,Corporación Autónoma Regional de Cundinamarca - CAR,,35 - 37,No Aplica,No Aplica,No Aplica,Capítulos: 2.12 Caracterización del Paisaje; 2.13 Caracterización de Vegetación y flora; 2.14 Caracterización de la Fauna; 2.15 Identificación de Áreas y Ecosistemas Estratégicos.,Actualización y Ajuste del Plan de Ordenación y Manejo de la cuenca del río Seco y otros directos al Magdalena.
