idgruplac,verificado,tipo,capitulo,lugar,fecha,libro,isbn,volumen,paginas,editorial,autores
00000000009075,False,Capítulo de libro,"Hacia una pedagogía decolonial en la Fundación Universitaria de Popayán del Norte del Cauca, Colombia",España,2022,INVESTIGACIÓN E INNOVACIÓN SOBRE INCLUSIÓN E INTERVENCIÓN SOCIOEDUCATIVA,978-84-1122-458-1-,,902 - 916,Dykinson,"BIBIANA PATRICIA PEREZ GONZALEZ, MARIA DE LOS ANGELES CALVO ECHEVERRI"
00000000002178,False,Capítulo de libro,Cuerpo y cosmos en los rituales Páez,Colombia,1995,MEMORIAS. Primer seminario internacional de etnohistoria del norte del Ecuador y sur de Colombia,958670-027-5,,255 - 278,Editorial Facultad de Humanidades,HUGO PORTELA GUARIN
00000000002178,False,Capítulo de libro,"Innovación social como herramienta para facilitar procesos de apropiación de ciencia, tecnología e innovación en entornos rurales",Colombia,2019,"Iniciación científica: conceptualización, metodologías y buenas prácticas",978-958-5544-34-5,,78 - 87,Politécnico Grancolombiano- Institución Universitaria,"LILY MARCELA PALACIOS, HUGO PORTELA GUARIN"
00000000002178,False,Capítulo de libro,Prospectiva Politica de la Salud,Colombia,2001,"Historia,Geografía y cultura del Cauca",958-9475-278-2,,391 - 404,Editorial Universidad Del Cauca,HUGO PORTELA GUARIN
00000000002178,False,Capítulo de libro,El agua en la Cosmivisión Indígena Andina,Colombia,2001,"Historia,Geografía y cultura del Cauca",958-9475-278-2,,275 - 306,Editorial Universidad Del Cauca,HUGO PORTELA GUARIN
00000000002178,False,Otro capítulo de libro publicado,Calidad de vida: una propuesta sistémica para su construcción,Colombia,2003,,,,,No Aplica,"WILLIAM ANDRES MARTINEZ DUENAS, ASTRID LORENA PERAFAN LEDEZMA"
00000000002178,False,Otro capítulo de libro publicado,"Baudo Guan (Penolope ortoni) ¿ Chapter 4, endangered cracids",Estados Unidos,2006,Cracid Action Plan 2006-2010,0,1,45 - 47,Houston Museum of Natural History,CARLOS JULIAN IDROBO MEDINA
00000000002178,False,Otro capítulo de libro publicado,El impacto en la sociedad preindustrial sobre el Medio Ambiente. Un ensayo Histórico,Colombia,2006,Ecología Histórica: Interacciones Sociedad-Ambiente A Distintas Escalas Espacio-Temporales,978-958-722-001-8,,21 - 29,Editorial Universidad Tecnológica de Pereira,FRANZ XAVER FAUST
00000000002178,False,Otro capítulo de libro publicado,"De Prometeo, Eva y los Pecadores Ambientales al poblamiento de las Américas",Colombia,2008,Ecología Histórica: Interacciones Sociedad-Ambiente A Distintas Escalas Espacio-Temporales,978-958-722-001-8,,30 - 33,Editorial Universidad Tecnológica de Pereira,FRANZ XAVER FAUST
00000000002178,False,Capítulo de libro,Aproximaciones al concepto de Cultura,Colombia,2009,Aproximaciones pedagógicas a las culturas caucanas,9789587320282,,8 - 15,Editorial Universidad Del Cauca,HUGO PORTELA GUARIN
00000000002178,False,Otro capítulo de libro publicado,Aproximaciones al concepto de Cultura,Colombia,2009,"Lectura de la cotidianidad, Aproximaciones pedagógicas a las culturas caucanas",978-958-732-028-2,,8 - 14,Editorial Universidad Del Cauca,HUGO PORTELA GUARIN
00000000002178,False,Otro capítulo de libro publicado,"Antropologías de lo inaparente. Saberes ausentes, epistemologías invisibles",Ecuador,2012,Cyberalfaro. Texto Académico De Investigación Y Creación,978-9978-332-89-4,,51 - 68,No Aplica,MARIO MARINO MADRONERO MORILLO
00000000002178,False,Capítulo de libro,Hacia un acercamiento comprensivo del territorio biocultural cafetero,Colombia,2019,Innovación social y saberes en diálogo,978-958-732-351-1,,67 - 89,Editorial Universidad Del Cauca,"CAROLINA CASTRILLON OJEDA, TULIO ANDRES CLAVIJO GALLEGO"
00000000004639,False,Otro capítulo de libro publicado,El diálogo como encuentro: aproximaciones a la relación médico-paciente,Colombia,2005,Consentido,9589475809,1,111 - 126,Universidad del Cauca,FRANCISCO FERNANDO BOHORQUEZ GONGORA
00000000004639,False,Otro capítulo de libro publicado,Propuesta para operacionalizar y concretar el deportr como una manifestación de la motricidad y el desarrollo humano,Colombia,2005,Libro De Actas -Iv Congreso Internacional De Motricidad Humana-Motricidad Y Desarrollo Humano,849812011X,1,170 - 178,No Aplica,PEDRO ANIBAL YANZA MERA
00000000002192,False,Otro capítulo de libro publicado,AGENDA CAUCANA DE CIENCIA Y TECNOLOGÍA CAUCACYT,Colombia,2006,"Investigaciones En Administración. Encuentro Nacional De Investigación En Administración. Cali, Colombia 2005",958-33-9077-1,1,265 - 277,Ascolfa,"DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS, LUZ STELLA PEMBERTHY GALLO"
00000000010589,False,Otro capítulo de libro publicado,Las Unidades de Planeación Comunitaria y su articulación con la conservación del centro histórico de la ciudad de Popayán-Colombia,Italia,2012,Paisaje Cultural Urbano E Identidad Territorial 2° Coloquio Red Internacional De Pensamiento Crítico Sobre Globalización Y Patrimonio Construido Florencia De 2012,978-88-548-4946-4,,514 - 525,Aracne Editrice,LILIANA VARGAS AGREDO
00000000000625,False,Otro capítulo de libro publicado,Diversity in the shrub legume Desmodium velutinum,Colombia,2006,TROPICAL GRASSES AND LEGUME : optimizing Genetic diversity for multipropuse use - ANUAL REPORT 2005,0,1,100 - 103,Feriva,"NELSON VIVAS QUILA, LUIS HORACIO FRANCO, BELISARIO HINCAPIE, FREDY PARRA, RAINER SCHULTZE KRAFT, GERARDO RAMIREZ"
00000000000625,False,Capítulo de libro,Tropical forage-based systems to mitigate greenhouse gas emissions,Colombia,2013,Eco-Efficiency: From Vision To Reality.,978-958-694-118-1,,171 - 190,Centro Internacional De Agricultura Tropical Ciat,MICHAEL PETERS
00000000004407,False,Otro capítulo de libro publicado,Entre la redistribución y el reconocimiento,Colombia,2014,"Diversidad, desigualdades sociales: El decir de la filosofía",978-607-96457-0-0,,35 - 56,ASOCIACIÓN IBEROAMERICANA DE FILOSOFÍA PRÁCTICA,RONALD ALEJANDRO MACUACE OTERO
00000000004407,False,Otro capítulo de libro publicado,Entre la redistribución y el reconocimiento: algunos efectos de la política de acción afirmativa en el departamento del cauca,Colombia,2016,"DIVERSIDAD, DESIGUALDADES SOCIALES. EL DECIR DE LA FILOSOOFIA",978-607-96457-00,,35 - 55,Editorial Universidad Del Cauca,RAUL HERNANDO CORTES LANDAZURY
00000000004407,False,Capítulo de libro,Análisis de la Reforma a la Deuda de los Estados en México y su Rol en la Promoción de Nuevos Mecanismos de Financiación del Desarrollo Local,México,2016,Dinámicas del Gobierno Municipal: En El Límite de la Recentralización. Editado por Red de Investigadores en Gobiernos Locales Mexicanos IGLOM. ,9786079442293,,75 - 104,Red de Investigadores en Gobiernos Locales Mexicanos - IGLOM,MONICA MARIA SINISTERRA RODRIGUEZ
00000000004407,False,Otro capítulo de libro publicado,Análisis de la Reforma a la Deuda de los Estados en México y su Rol en la Promoción de Nuevos Mecanismos de Financiación del Desarrollo Local,México,2016,Dinámicas del Gobierno Municipal en el Límite de la Recentralización,9-786079-442293,,75 - 104,Red de Investigadores en Gobiernos Locales Mexicanos - IGLOM,MONICA MARIA SINISTERRA RODRIGUEZ
00000000004407,False,Capítulo de libro,La sindéresis del racismo y las paradojas de la acción afirmativa. Un prefacio a la evaluación de la política afro en el departamento del Cauca,Colombia,2020,Dinámicas socioculturales y ambientales del Pacífico colombiano: Historias y reflexiones más allá del Litoral,978-958-732-421-1,,155 - 172,Editorial Universidad Del Cauca,RAUL HERNANDO CORTES LANDAZURY
00000000004407,False,Capítulo de libro,"Espacio, desigualdad y territorio: disquiciciones sobre planificación del etnodesarollo en comunidades afrocolombianas",Colombia,2020,EL BUEN VIVIR DESDE LA PERSPECTIVA ECONÓMICA Y JURÍDICA,978-607-8755-05-9,,213 - 233,Universidad Autónoma Chapingo,"ARISTIDES OBANDO CABEZAS, RAUL HERNANDO CORTES LANDAZURY"
00000000004407,False,Capítulo de libro,Desigualdad y Conflicto: Anotaciones Sobre Cohesión y Fragmentación Étnica en el Departamento del Cauca (Colombia.1990 -2012),Colombia,2021,DIVERSIDADES Y DERECHOS DIFERENCIADOS,978-958-5134-56-0,,105 - 123,Usc Universidad Santiago De Cali Editorial,RAUL HERNANDO CORTES LANDAZURY
00000000002146,False,Otro capítulo de libro publicado,Desarrollo de Cursos y Contenidos,Colombia,2008,Alianza Para La Sociedad De La Información (@Lis): Experiencias Y Realizaciones De La Universidad Del Cauca,95-89451-98-5,,139 - 18446,Editorial Universidad Del Cauca,"CLARA LUZ FORERO GOMEZ, REINALDO VELASCO, ALVARO RENDON, CARLOS ANDRES CHANTRE, FRANCO ARTURO URBANO, LILIA TRIVINO, JAIRO ANTONIO HORMIGA, MARIO FERNANDO SOLARTE"
00000000002146,False,Otro capítulo de libro publicado,Capitulo 9. Desarrollo de Cursos y Contenidos,Colombia,2008,Alianza Para La Sociedad De La Información (@Lis): Experiencias Y Realizaciones De La Universidad Del Cauca,95-89451-98-5,,139 - 184,Editorial Universidad Del Cauca,REINALDO VELASCO MOSQUERA
00000000002146,False,Capítulo de libro,FUNGAL PROTEASES AND PRODUCTION OF BIOACTIVE PEPTIDES FOR THE FOOD INDUSTRY,Estados Unidos,2018,ENZYMES IN FOOD BIOTECHNOLOGY,9780128132807,,221 - 246,Elsevier Academic Press,JOSE LUIS HOYOS CONCHA
00000000003853,False,Otro capítulo de libro publicado,"Tropical forest, functional biodiversity and ecosystem services: characterization and perspectives in relation to global change",Costa Rica,2008,Understanding ecosystem function and environmental constraints to guide the land management strategies of the future.,0,,,No Aplica,BEATRIZ EUGENIA SALGADO NEGRET
00000000003853,False,Otro capítulo de libro publicado,Petrochelidon pyrrhonota,Colombia,2012,Guía De Las Especies Migratorias De La Biodiversidad En Colombia - Aves. Volumen 1.,978-958-8353-43-2,,473 - 474,WWF Colombia,"FERNANDO AYERBE QUINONES, MARIA FERNANDA GONZALEZ ROJAS"
00000000003853,False,Otro capítulo de libro publicado,Bartramia longicauda,Colombia,2012,Guía De Las Especies Migratorias De La Biodiversidad En Colombia - Aves. Volumen 1.,978-958-8353-43-2,,197 - 199,WWF Colombia,"FERNANDO AYERBE QUINONES, MARIA FERNANDA GONZALEZ ROJAS, RICHARD JHONSTON"
00000000003853,False,Otro capítulo de libro publicado,Cypseloides lemosi,Colombia,2012,Guía De Las Especies Migratorias De La Biodiversidad En Colombia - Aves. Volumen 1.,978-958-8353-43-2,,337 - 338,WWF Colombia,"FERNANDO AYERBE QUINONES, MARIA FERNANDA GONZALEZ ROJAS"
00000000003853,False,Capítulo de libro,Megadiversidad de Colombia: Diversidad e historia biogeográfica del norte de los Andes de Suramérica,Colombia,2013,Tangara de Colombia,9789589892787,,15 - 21,Bando creativo,CAROLINA ALCAZAR CAICEDO
00000000003853,False,Otro capítulo de libro publicado,"Henicorhina negreti (Cucarchero de Munchique, Munchique Wood-Wren)",Colombia,2014,"Libro Rojo De Las Aves De Colombia, Volumen 1: Bosques Húmedos De Los Andes Y La Costa Pacífica",9789587166712,,284 - 286,Ecoe Ediciones Universidad Javeriana,"JUAN PABLO LOPEZ ORDONEZ, MARIA FERNANDA GONZALEZ ROJAS, OSWALDO CORTES HERRERA"
00000000003853,False,Otro capítulo de libro publicado,"Eriocnemis mirabilis (Paramero de Munchique, Colorful puffleg)",Colombia,2014,"Libro Rojo De Las Aves De Colombia, Volumen 1: Bosques Húmedos De Los Andes Y La Costa Pacífica",9789587166712,,130 - 132,Ecoe Ediciones Universidad Javeriana,"MARIA FERNANDA GONZALEZ ROJAS, JUAN PABLO LOPEZ ORDONEZ"
00000000003853,False,Otro capítulo de libro publicado,Las plantas de los bosques secos de Colombia,Colombia,2014,El Bosque Seco Tropical En Colombia,978-958-8889-01-6,,49 - 93,Instituto De Investigacion En Recursos Biologicos Alexander Von Humboldt,HERNANDO RAFAEL VERGARA VARELA
00000000003853,False,Capítulo de libro,The Purace region,Colombia,2015,Landscapes And Landforms Of Colombia,978-3-319-11800-0,,183 - 199,Springer New York,MARIA PATRICIA TORRES HERNANDEZ
00000000003853,False,Capítulo de libro,Assesment of the conservation status of Mesoamerican drop species and their wild relatives in light of climate change,Colombia,2016,Enhancing Crop Genepool Use. Capturing Wild Relative and Landrace Diversity for Crop Improvement,9781780646138,,248 - 270,CABI,CAROLINA ALCAZAR CAICEDO
00000000000625,False,Otro capítulo de libro publicado,Desmodium velutinum : a hight - quality shrub legume for acid soils in the tropics,Irlanda,2005,xx international grassland congress : offered papers,0,1,338 - 340,D.A. Mc.Gilloway,"NELSON VIVAS QUILA, LUIS HORACIO FRANCO, FREDY PARRA, MICHAEL PETERSS, RAINER SCHULTZE KRAFT"
00000000000625,False,Otro capítulo de libro publicado,GENETIC DIVERSITY IN THE MULTIPURSE SHRUB LEGUME Desmodium velutinum,Colombia,2005,TROPICAL GRASSES AND LEGUME : optimizing Genetic diversity for multipropuse use - ANUAL REPORT 2004,0,1,100 - 105,Ciat,"NELSON VIVAS QUILA, LUIS HORACIO FRANCO, BELISARIO HINCAPIE, FREDY PARRA, MICHAEL PETERSS, RAINER SCHULTZE KRAFT, GERARDO RAMIREZ"
00000000000625,False,Otro capítulo de libro publicado,EVALUATION OF A CORE COLLECTION OF DESMODIUM,Colombia,2004,TROPICAL GRASSES AND LEGUME : optimizing Genetic diversity for multipropuse use - ANUAL REPORT 2003,0,1,108 - 110,Ciat,"NELSON VIVAS QUILA, BELISARIO HINCAPIE, FREDY PARRA, MICHAEL PETERSS, RAINER SCHULTZE KRAFT, GERARDO RAMIREZ"
00000000001162,False,Otro capítulo de libro publicado,Pensar desde el sur. ampliando las inteligibilidades para ampliar el horizonte de las posibilidades,Colombia,2017,Tejidos contables,9789584823612,,125 - 144,Coedicion Kinesis Colciencias Universidad De Antioquia,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Capítulo de libro,El discurso de la verdad única en contabilidad: Un relato desde la razón indolente,Colombia,2010,Desterritorializaciones Plurales Del Pensamiento Contable Ortodoxo,978-958-44-7574-9,,35 - 47,Facultad De Ciencias De La Administracion Universidad Del Valle,GUILLERMO LEON MARTINEZ PINO
00000000001162,False,Capítulo de libro,"Totalidad, ontologización, proliferación y potencia de la multiplicidad. Señales para profanos y contraconductuales en con contexto del pensamiento único",Colombia,2010,Desterritorializaciones Plurales Del Pensamiento Contable Ortodoxo,978-958-44-7574-9,,25 - 34,Facultad De Ciencias De La Administracion Universidad Del Valle,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Otro capítulo de libro publicado,"Totalidad, ontologización, proliferación y potencia de la multiplicidad. Señales para profanos y contraconductuales en el contexto del pensamiento único",Colombia,2010,Desterritorializaciones Plurales Del Pensamiento Contable Ortodoxo,978-958-44-7574-9,,25 - 34,Facultad De Ciencias De La Administracion Universidad Del Valle,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Otro capítulo de libro publicado,"Desarrollo, cultura y potencialidad político/epistémica del desarrollo (humano)",Colombia,2010,Urdimbres,978-958-8436-34-0,,101 - 140,Editorial Bonaventuriana,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Otro capítulo de libro publicado,La responsabilidad social en el ámbito empresarial y contable. Notas sobre otro eufemismo del capitalismo corporativo contemporáneo,Colombia,2011,Perspectivas Críticas De La Contabilidad Contemporánea Responsabilidad Social Corporativa,978-958-8347-57-8,,55 - 80,Sello Editorial Javeriano,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Capítulo de libro,"Economía, ecosimías y perspectivas decoloniales. Elementos sobre visiones y prácticas de diferencia económico/cultural",Ecuador,2013,Pedagogías Decoloniales. Prácticas Insurgentes De Resistir (Re) Existir Y (Re) Vivir.,9789942091697,,105 - 143,Editorial Abya Yala,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Capítulo de libro,"EcoNOmía, ecoSImias y perspectivas decoloniales: Elementos sobre visiones y pácticas de diferencia económico/cultural",Ecuador,2013,Pedagogías Decoloniales. Prácticas Insurgentes De Resistir (Re) Existir Y (Re) Vivir.,9789942091697,,105 - 144,Editorial Abya Yala,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Capítulo de libro,Los aconteceres de la naturaleza: Recorriendo los senderos de las prácticas y discursos hegemónicos de la racionalidad sostenibilista occidental,Colombia,2014,Testimonio Latinoamericano. Senda Y Rastro De La Contabilidad En Una Región Del Tiempo,9789584639363,,217 - 236,Editorial Del Politecnico Jaime Isaza Cadavid,OSCAR RAUL SANDOVAL ZUNIGA
00000000001162,False,Capítulo de libro,"DISEÑO Y APLICACIÓN DE UNA METODOLOGÍA DE GESTION QUE IDENTIFICA, MIDE, VALORA Y REPRESENTAN LOS IMPACTOS AMBIENTALES EN ORGANIZACIONES INDUSTRIALES",Colombia,2014,Memorias Del Encuentro Internacional De Investigadores En Administración 2013,978-958-772-140-9,,260 - 275,Facultad De Ciencias De La Administracion Universidad Del Valle,FRANCISCO JAVIER ORTEGA
00000000001162,False,Capítulo de libro,"Pandemia, miedos y esperanzas. Pensar por fuera de la normalidad (de la crisis)",Argentina,2020,Pandemia al sur,-978-987-8331-65-2,,85 - 98,Prometeo Editorial,"OLVER BOLIVAR QUIJANO VALENCIA, WALTER MIGNOLO ALASSIA, ARTURO ESCOBAR, ENRIQUE LEFF ZIMERMMAN, TULIO ANDRES CLAVIJO GALLEGO, CARLOS CORREDOR JIMENEZ"
00000000002140,False,Otro capítulo de libro publicado,"Capitulo especial ""Genética y Enfermedad""",Colombia,2009,TEXTO DE MEDICINA INTERNA ,978-9587320121,,1467 - 1478,Universidad del Cauca,SULMA LILIAN MUNOZ BENITEZ
00000000001162,False,Capítulo de libro,Pensar desde el sur. ampliando las inteligibilidades para ampliar el horizonte de las posibilidades,Colombia,2021,CONOCIMIENTO Y CULTURA EN AMÈRICA LATINA,978-958-5468-33-7,,17 - 37,CENTRO DE EDICIONES UNIVERSIDAD DE MANIZALES,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Capítulo de libro,La diferencia económico/cultural: premisas para prácticas de otros modos,México,2021,Economías alternativas para la reproducción de la vida,978-607-30-5043-2,,19 - 48,Universidad Nacional Autonoma de México,OLVER BOLIVAR QUIJANO VALENCIA
00000000005369,False,Otro capítulo de libro publicado,Emisoras escolares y ciudadanía: un encuentro entre escuela y ciudad,Colombia,2006,"Entre Miedos Y Goces, Comunicación, Vida Cotidiana Y Ciudadanías",958-683-878-1,,1 - 319,Editorial Pontificia Universidad Javeriana,HERNAN RODRIGUEZ URIBE
00000000005369,False,Capítulo de libro,Memorias Científicas del IV Congreso Latinoamericano de Comunicación y Sociedad Digital,Colombia,2015,Memorias Científicas del IV Congreso Latinoamericano de Comunicación y Sociedad Digital.,978-9942-21-844-5,,1 - 23,Centro de Investigación y Desarrollo Ecuador (CIDE) y el Instituto Superior Tecnológico Cordillera (ITSCO).,PAULO PAZ RAMOS
00000000005369,False,Capítulo de libro,"Capítulo II. Acciones colectivas, movimientos y redes sociales en América Latina",Colombia,2017,Memorias del Congreso Internacional de Educación para el Desarrollo en perspectiva Latinoamericana. I Congreso - Convergencias y divergencias. Hacía educaciones y desarrollos otros.,-2590-9525,,195 - 227,uniminuto,PAULO PAZ RAMOS
00000000005369,False,Capítulo de libro,Emisoras comunitarias del departamento del Cauca (Colombia) y su promoción a la Paz en un escenario de posacuerdo,España,2018,"Libro de actas Congreso Internacional Comunicación, conflictos y cambio social",978-84-606-8658-3,,94 - 95,Universitat Jaume I,"PAULO PAZ RAMOS, FABIAN ANDRES VALVERDE SANCHEZ, MARIA ISABEL CAMPOS ACHICANOY"
00000000005369,False,Capítulo de libro,El papel de las radios comunitarias en la difusión del derecho a la paz en las zonas rurales del departamento del Cauca,Colombia,2019,"Buen vivir, cuidado de la casa común y reconciliación.",978-958-781-326-5,,173 - 175,Pontificia Universidad Javeriana,MARIA ISABEL CAMPOS ACHICANOY
00000000005369,False,Capítulo de libro,"Narraciones de conflictos y extractivismos mineros, vereda El Palmar (Cauca-Colombia): perspectivas desde el territorio y la comunicación",Colombia,2019,Investigación en Ciencias Sociales: Ensayos y Resultados.,978-958-5556-09-6,,162 - 172,Uniquindio,MONICA FERNANDA CANENCIO NATES
00000000005369,False,Capítulo de libro,Obituarios: huellas de la hegemonía en un diario regional,Colombia,2020,Investigación en Ciencias Sociales: Ensayos y Resultados.,978-958-5556-09-06,,176 - 203,Universidad del Quindío,"PAULO PAZ RAMOS, HERNAN RODRIGUEZ URIBE, RAFAEL GONZALEZ PARDO"
00000000005369,False,Capítulo de libro,Recuperación de la memoria histórica del resguardo indígena de Puracé por medio de una cartilla digital,Colombia,2020,Cátedra UNESCO de Comunicación,978-958-781-556-6,,255 - 256,Editorial Pontificia Universidad Javeriana,PAULO PAZ RAMOS
00000000017651,False,Otro capítulo de libro publicado,Universidad del Cauca. Facultad de Ciencias Agrarias. Programa de Ingeniería Forestal,Colombia,2020,Historia y Aportes de la Ingeniería Forestal en Colombia ¿Estado del Arte de la Ingeniería Forestal desde las Regiones¿,978-958-99317-2-1,,335 - 341,Asociación Colombiana de Ingenieros Forestales ACIF,JORGE ANDRES RAMIREZ CORREA
00000000010589,False,Otro capítulo de libro publicado,Las aventuras de la memoria:proyecto de divulgación y capacitación para la salvaguardia del patrimonio arquitectónico para niños de 4 y 5 grado de básica primaria del departamento del Cauca- Colombia,Italia,2012,PAISAJE CULTURAL URBANO E IDENTIDAD TERRITORIAL,978-88-548-4947-I,,988 - 1000,Aracne Editrice,GUILLERMO GUTIERREZ MORALES
00000000001162,False,Otro capítulo de libro publicado,De la contabilidad sólida a la contabilidad líquida: crisis o muerte de la factualidad,Colombia,2009,"""Perspectivas Críticas De La Contabilidad Contemporánea"" Conjunciones Y Disertaciones: Pensando La Contabilidad En El Siglo Xxi",978-958-670-741-1,,61 - 83,Facultad De Ciencias De La Administracion Universidad Del Valle,GUILLERMO LEON MARTINEZ PINO
00000000010589,False,Otro capítulo de libro publicado,"PLANEACIÓN PARTICIPATIVA, RIESGO Y DESARROLLO SOSTENIBLE. POPAYÁN",Cuba,2014,CONVENCIÓN CIENTÍFICA DE INGENIERIA Y ARQUITECTURA,978-959-261-467-3,,172 - 183,CUJAE,LILIANA VARGAS AGREDO
00000000007827,False,Capítulo de libro,SYSTEMATIC REVIEW: COMMUNICATION ASPECTS IN SOFTWARE DEVELOPERS,Ecuador,2018,Aportes de la Ingeniería para el Desarrollo Regiona,-ISBN-978-9942-984-9,,353 - 364,UNIVERSIDAD TECNICA DEL NORTE,"LEYDI MERCEDES VARGAS ORDONEZ, LUIS FREDDY MUNOZ SANABRIA"
00000000007827,False,Capítulo de libro,Escenario IoT para el soporte de agricultura de precisión,Colombia,2019,Ciencias Computacionales - Memorias 13CCC,978-958-8862-54-2,,383 - 392,Ediciones Universidad Tecnologica de Bolivar,"WILMAR YESID CAMPO MUNOZ, GABRIEL ELIAS CHANCHI GOLONDRINO"
00000000007827,False,Capítulo de libro,"Análisis de la satisfacción en pruebas de usabilidad, a partir de la expresión facial",Colombia,2019,Ciencias Computacionales - Memorias 13CCC,978-958-8862-54-2,,203 - 218,Ediciones Universidad Tecnologica de Bolivar,"GABRIEL ELIAS CHANCHI GOLONDRINO, DARLY MILDRED DELGADO AGUDELO, DIEGO FERNANDO GIRON TIMANA, KATERINE MARCELES VILLALBA"
00000000007827,False,Capítulo de libro,Educational software for the initiation of the Kichwa language: SHIMISOFT,Estados Unidos,2019,Proceedings of the 5th Workshop on ICTs for improving Patients Rehabilitation Research Techniques,978-1-4503-7151-3,,63 - 67,The Association for Computing Machinery,"LUIS FREDDY MUNOZ SANABRIA, LEYDI MERCEDES VARGAS ORDONEZ"
00000000007827,False,Capítulo de libro,EDUMAT: gamified web tool for teaching elementary operations in primary school,Estados Unidos,2019,Proceedings of the 5th Workshop on ICTs for improving Patients Rehabilitation Research Techniques,978-1-4503-7151-3,,58 - 62,The Association for Computing Machinery,"LEYDI MERCEDES VARGAS ORDONEZ, LUIS FREDDY MUNOZ SANABRIA"
00000000006693,False,Otro capítulo de libro publicado,Cuidado de enfermeria a las personas consumidoras de drogas,Colombia,2015,Drogas Y Vida Universitaria: Dinamizando Caminos,978-958-732-166-1,,7,Ediorial Universidad Del Cauca,"GLORIA AMPARO MIRANDA MARTINEZ, GLADYS AMANDA MERA URBANO"
00000000006693,False,Capítulo de libro,"Caracterización de factores de educación formal para consumo de SPA en estudiantes de I semestre de la facultad de salud. Universidad pública, 2011",Colombia,2015,Drogas Y Vida Universitaria: Dinamizando Caminos,978-958-732-166-1,,73 - 86,Ediorial Universidad Del Cauca,GLADYS AMANDA MERA URBANO
00000000006693,False,Capítulo de libro,A manera de corolario: notas reflexivas para un plan de acción en el cuidado de la vida universitaria,Colombia,2015,Drogas Y Vida Universitaria: Dinamizando Caminos,978-958-732-166-1,,121 - 127,Ediorial Universidad Del Cauca,GLADYS AMANDA MERA URBANO
00000000006693,False,Capítulo de libro,"Cuantificar el consumo de drogas: La experiencia piloto en una facultad,2011",Colombia,2015,Drogas Y Vida Universitaria: Dinamizando Caminos,978-958-732-166-1,,29 - 55,Ediorial Universidad Del Cauca,GLADYS AMANDA MERA URBANO
00000000006693,False,Otro capítulo de libro publicado,Percepciones de las gestantes en torno al cuidado humanizado brindado por el personal de enfermería,Colombia,2016,TERCER CONGRESO INTERNACIONA CUIDADO DE LA SALUD,978-958-59625-1-4,,177 - 186,UNIMAR,IVETT ADRIANA HERRERA ZULETA
00000000006693,False,Otro capítulo de libro publicado,Conocimientos y aplicación de principios éticos en el proceso de atención de enfermería de los estudiantes de la Universidad del Cauca. Popayán 2014 - 2015,Colombia,2016,3ER CONGRESO INTERNACIONAL DE CUIDADO DE LA SALUD,978-958-59625-1-4,,341 - 341,Editorial Unimar,"ADRIANA LUCIA VALDEZ FERNANDEZ, PAOLA ALEXANDRA ORTEGA ORDONEZ"
00000000006693,False,Capítulo de libro,Investigaciones sobre teorías de enfermería interculturales en el campo de la educación: Estado del arte,No Aplica,2022,INVESTIGACIÓN CUALITATIVA EN EDUCACIÓN: AVANCES Y DESAFIOS,978-989-54759-1-9,,1 - 12,LUDOMEDIA,ADRIANA LUCIA VALDEZ FERNANDEZ
00000000008160,False,Otro capítulo de libro publicado,"Comunidades y Cultura del Conocimiento: La experiencia del Sistema de Investigaciones de la Universidad del Cauca, Colombia",Colombia,2003,Gestión Del Conocimiento: Pautas Y Lineamientos Generales,958-33-4823-6,1,153 - 170,Ediciones AUIP,"EDUARDO ROJAS PINEDA, ANDRES CASTRILLON, CARLOS ARTURO LEON ROA"
00000000008160,False,Otro capítulo de libro publicado,Arquitectura para la Gestión de Objetos (OMA),Colombia,2004,Tecnologías Para La Distribución De La Información Y El Procesamiento: Internet Y Corba,958-9475-46-9,,245 - 271,Editorial Universidad Del Cauca,ALVARO RENDON GALLON
00000000008160,False,Otro capítulo de libro publicado,El Lenguaje de Definición de Interfaces (IDL),Colombia,2004,Tecnologías Para La Distribución De La Información Y El Procesamiento: Internet Y Corba,958-9475-46-9,,273 - 313,Editorial Universidad Del Cauca,ALVARO RENDON GALLON
00000000008160,False,Otro capítulo de libro publicado,El Mediador de Peticiones a Objetos (ORB),Colombia,2004,Tecnologías Para La Distribución De La Información Y El Procesamiento: Internet Y Corba,958-9475-46-9,,315 - 356,Editorial Universidad Del Cauca,ALVARO RENDON GALLON
00000000008160,False,Otro capítulo de libro publicado,"Servicios, Facilidades e Interfaces de Dominio",Colombia,2004,Tecnologías Para La Distribución De La Información Y El Procesamiento: Internet Y Corba,958-9475-46-9,,357 - 414,Editorial Universidad Del Cauca,ALVARO RENDON GALLON
