idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,plataforma,ambiente,palabras,areas,sectores
0000249130,"LUZ MARINA SIERRA MARTINEZ, YAMILE OSMA SANDOVAL",MEI PARA EL APRENDIZAJE DE LOS SISTEMAS OPERATIVOS,Computacional,False,,,Colombia,2000,Windows - ASP,Web - Cliente /Servidor,No Aplica,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
0000249130,"DEISY JOANA ANDRADE, LUISA FERNANDA MOSQUERA, LUZ MARINA SIERRA MARTINEZ",Guía para la priorización de riesgos en proyectos de TI,Computacional,True,Guía para la priorización de riesgos en proyectos de TI,,Colombia,2013,"Es una aplicación de escritorio, y se desarrolló usando tecnología Punto Net",Windows,No Aplica,No Aplica,No Aplica
0000249130,"LUZ MARINA SIERRA MARTINEZ, ROBERTO CARLOS NARANJO, TULIO ENRIQUE ROJAS CURIEUX, DIEGO BENAVIDES RODRIGUEZ, OSCAR ANDRES BENAVIDES RODRIGUEZ, RONALD ARBELAEZ, WILLIAM IDROBO, JOSE LUIS LOPEZ, FREDDY MINA, WILLIAM RUIZ, GERMAN VELASCO",EWA: COMUNIDAD VIRTUAL DE APOYO A LOS PROCESOS DE ETNOEDUCACIÓN DE LA COMUNIDAD NASA,Computacional,True,EWA: COMUNIDAD VIRTUAL DE APOYO A LOS PROCESOS DE ETNOEDUCACIÓN DE LA COMUNIDAD NASA,110340520339,Colombia,2010,Windows,Windows,No Aplica,No Aplica,No Aplica
0000125759,MANUEL ALEJANDRO PASTRANA PARDO,Sistema de registro y reportes de las acciones de proyección social de la institución universitaria Antonio José Camacho de la ciudad de Cali,Computacional,False,sistema de registro y reportes de las acciones de proyección social de la institución universitaria Antonio José Camacho de la ciudad de Cali,,Colombia,2020,"El usuario puede tener acceso al aplicativo mediante un dispositivo que tenga un web browser y esté conectado a una red o intranet, por medio del puerto 8080 (por defecto) usando el protocolo TCP/IP a traves de HTTP. Se establece un puente de conexión entre el usuario y el dispositivo, y el servidor de aplicaciones glassfish que contiene la aplicación Java desplegada. El servidor de aplicaciones, mediante el uso de un ¿pool¿ de conexiones y sesiones, se conecta a un servidor de base de datos Oracle a través del puerto 1521 (por defecto) usando el protocolo TCP/IP con un usuario y contraseña de conexión, de donde extrae toda la data permitida y solicitada por el usuario mediante el web browser",,Arquitectura de software;Procesos Para Desarrollo de Software;Scrum ;Spring Framework,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000125759,"LEANDRO FLOREZ ARISTIZABAL, MANUEL ALEJANDRO PASTRANA PARDO",Sistema para la Gestión de Comunicación de Carácter Académico entre los Estudiantes y Docentes en la Institución Universitaria Antonio José Camacho,Computacional,False,Sistema para la Gestión de Comunicación de Carácter Académico entre los Estudiantes y Docentes en la Institución Universitaria Antonio José Camacho,,No Aplica,2020,El aplicativo funciona para las plataformas Android e IOS,,Arquitectura de software;Desarrollo de software;Procesos Para Desarrollo de Software;Scrum ;smart campus,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000012378,"JORGE GIRALDO, JESUS EDUARDO MUNOZ SILVA, CARLOS ALBERTO COBOS LOZADA, ERWIN MEZA VEGA, MARTHA ELIANA MENDOZA BECERRA",SPAR - REPOSITORIO DE ACCESO PÚBLICO BASADO EN SCORM (SCORM PUBLIC ACCESS,Computacional,True,,,Colombia,2007,Windows/IIS/SQL Server,Internet,Repositorios Digitales;Educación en Línea;Tecnologías de la Información,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,"Educación, Desarrollo de programas (software) y prestación de servicios en informática"
0000012378,"MARTHA ELIANA MENDOZA BECERRA, CARLOS ALBERTO COBOS LOZADA, ROBERTO CARLOS NARANJO",Portal de la Comunidad de Actores de Ciencia y Tecnología de los Departamentos del Pacífico Colombiano,Computacional,True,Comunidad de Actores de Ciencia y Tecnología de los Departamentos del Pacífico Colombiano,,Colombia,2002,Windows NT,Internet,Ciencia y Tecnología;Tecnologías de la Informción;Tecnologías Internet,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Otros sectores
0000674435,NESTOR DIAZ MARINO,CAIF-PFT,Computacional,True,CAIF-PFT,1-2011-34926,Colombia,2011,X86,WINDOWS/LINUX,No Aplica,No Aplica,No Aplica
0000687995,"NORMAN HERNANDO MUNOZ FANDINO, WILLIAN RIVERA",Independencia,Computacional,False,,,Colombia,2005,Windows,,No Aplica,No Aplica,No Aplica
0000352241,ORLANDO RODRIGUEZ BUITRAGO,Funciones de distribución de Probabilidad,Computacional,False,,,Colombia,1977,Pascal Par Windows,Windows,No Aplica,No Aplica,No Aplica
0000283860,PABLO MAGE IMBACHI,Simulación de la red activa en el proyecto ANDROID,Computacional,False,,,España,2002,Windows NT,Herramienta OPNET,Redes Activas,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
0000249122,"ROBERTO CARLOS NARANJO CUERVO, MARTHA ELIANA MENDOZA, CARLOS ALBERTO COBOS LOZADA",Software para la web para la Red de Actores de Ciencia y Tecnología de los Dptos del Pacífico Colombiano,Computacional,True,,,Colombia,2001,Internet,Windows,pacífico colombiano;software para la web;comunidad virtual,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000249122,"ROBERTO CARLOS NARANJO CUERVO, ROBINSON MONTENEGRO",HERRAMIENTA SOFTWARE DE SOPORTE A TOMA DE DECISIONES PARA SELECCIONAR ESTRATEGIAS PUBLICITARIAS DE COMERCIO ELECTRÓNICO B2C,Computacional,False,HERRAMIENTA SOFTWARE DE SOPORTE A TOMA DE DECISIONES PARA SELECCIONAR ESTRATEGIAS PUBLICITARIAS DE COMERCIO ELECTRÓNICO B2C,Ninguno,Colombia,2008,Windows,Software de escritorio bajo windows,Comercio electronico;Mineria de datos,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000249122,"ROBERTO CARLOS NARANJO CUERVO, SANDRA ROA, WILSON ORTEGA, LUZ MARINA SIERRA, COMUNIDAD VIRTUAL DE SALUD PARA APOYAR LOS PROCESOS DE PREVENCION",DIAGNOSTICO Y CONTROL DE LA TUBERCULOSIS EN EL DEPARTAMENTO DEL CAUCA-COLOMBIA,Computacional,False,"COMUNIDAD VIRTUAL DE SALUD PARA APOYAR LOS PROCESOS DE PREVENCION, DIAGNOSTICO Y CONTROL DE LA TUBERCULOSIS EN EL DEPARTAMENTO DEL CAUCA-COLOMBIA",Ninguno,Colombia,2008,Windows,Aplicación para la web,comunidad virtual;tuberculosis;Tecnologías Internet,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000249122,"ROBERTO CARLOS NARANJO CUERVO, MARTHA ELIANA MENDOZA, CARLOS ALBERTO COBOS LOZADA",PORTAL DE LA COMUNIDAD DE ACTORES DE CIENCIA Y TECNOLOGIA DE LOS DPTOS DEL PACIFICO,Computacional,True,Portal de la Comunidad de Actores de Ciencia y tecnología de los Departamentos del Pacífico Colombiano,Ninguno,Colombia,2002,Internet,Windows,comunidad virtual;pacífico colombiano;software para la web,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000249122,ROBERTO CARLOS NARANJO CUERVO,EWA: COMUNIDAD VIRTUAL DE APOYO A LOS PROCESOS DE ETNOEDUCACIÓN DE LA COMUNIDAD NASA,Computacional,False,EWA: COMUNIDAD VIRTUAL DE APOYO A LOS PROCESOS DE ETNOEDUCACIÓN DE LA COMUNIDAD NASA,13-26-489,Colombia,2010,De desarrollo: Microsoft .NET,Windows,No Aplica,No Aplica,No Aplica
0000232211,"SANDRA MILENA ROA MARTINEZ, ROBERTO CARLOS NARANJO, WILSON ALFREDO ORTEGA, LUZ MARINA SIERRA MARTINEZ, COMUNIDAD VIRTUAL DE SALUD PARA APOYAR LOS PROCESOS DE PREVENCION",DIAGNOSTICO Y CONTROL DE LA TUBERCULOSIS EN EL DEPARTAMENTO DEL CAUCA-COLOMBIA,Computacional,False,,,Colombia,2008,,,comunidad virtual;tuberculosis;tecnologia sinternet;Plataforma tecnológica,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Educación
0000232211,"SANDRA MILENA ROA MARTINEZ, MARTIN GONZALEZ",SIMAT 1.0 - Sistema de Información para la División de Mantenimiento Tecnológico de la Universidad Industrial de Santander,Computacional,False,,,Colombia,1999,"UNIX, INFORMIX",,No Aplica,No Aplica,No Aplica
0000246360,"SILER AMADOR DONADO, EMBER UBEIMAR MARTINEZ FLOR",ReTAS,Computacional,False,,,Colombia,2004,Windows 2000 server - Visual .NET - SQL server 2000,,Telemedicina;Tuberculosis,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,No Aplica
0000246360,"SILER AMADOR DONADO, KATERINE MARCELES VILLALBA, MICHELLE DAYANA ROMERO LOPEZ, ALEXANDER MAMPOTES PIPI","SISTEMA DE GESTIÓN UNIFICADA DE AMENAZA (UTM), BASADA EN UN SBC",Computacional,False,"SISTEMA DE GESTIÓN UNIFICADA DE AMENAZA (UTM), BASADA EN UN SBC",,Colombia,2019,Dispositivos Raspberry Pi,"Libre, con dispositivos de ahorro energético y medio ambiente",Redes;Raspberry pi;Detector de intrusos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Otros sectores
0000246360,"SILER AMADOR DONADO, KATERINE MARCELES VILLALBA, DIANA MARCELA MONTANO HURTADO, GERALDIN VERGARA FAJARDO",PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,Computacional,False,PENTESTER AUTOMATIZADO OWASP 2017 SOBRE UN SINGLE BOARD COMPUTER,,Colombia,2019,Se desarrolló bajo plataformas libres,Se emplearon herramientas como dispositivos SbC para el ahorro de la energía,Metodología OWASP;Pentesting;Politicas;Raspberry pi;Redes,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000252417,WILSON LIBARDO PANTOJA YEPEZ,Sistema de información Hospitalario,Computacional,False,,,Colombia,2001,Windows,"Microsoft Visual Basic, SQL Server",No Aplica,No Aplica,No Aplica
0000132793,CRISTIAN CAMILO MUNOZ ORDONEZ,OSD FRAMEWORK,Computacional,False,OilSpill Detection Framework,DIV- 2019.03.23,Colombia,2020,,,Aprendizaje máquina;Percepción remota satelital ;Deep Learning,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0000921220,HUGO ORDONEZ ERASO,TrazasBPsearch,Computacional,False,TrazasBPsearch,,Colombia,2012,Java,Windows,No Aplica,No Aplica,No Aplica
0000921220,HUGO ORDONEZ ERASO,Ghobi -- Meta Buscador Web Optimizado Para Busquedas en Español,Computacional,False,Ghobi,,Colombia,2010,Linux,Web,No Aplica,No Aplica,No Aplica
0000921220,HUGO ORDONEZ ERASO,Grade Lab,Computacional,False,GradeLAb,,Colombia,2009,LInux,web,No Aplica,No Aplica,No Aplica
0000921220,HUGO ORDONEZ ERASO,OntoGhobi ¿ Un meta buscador web semántico que incorpora una ontología de dominio general WordNet y perfil de usuario.,Computacional,False,Ontoghobi,,Colombia,2010,Libre (Linux),Web,No Aplica,No Aplica,No Aplica
0000921220,HUGO ORDONEZ ERASO,"Xghobi- Meta Buscador Web Semántico Basado en una Taxonomía General de Conocimiento, una Ontología de Dominio General, Ontologías Especificas y Perfil de Usuario",Computacional,False,Xghobi,,Colombia,2011,Libre (Linux),Web,No Aplica,No Aplica,No Aplica
0000448354,"GLORIA MERCEDES NARANJO ROJAS, SERGIO MARULANDA, ESTEBAN ALVAREZ",Modelo de conectividad de bosques a partir de la teoría de percolación,Computacional,False,,,Colombia,1999,AML Arc/Info,Windows NT,teoria de percolación;ecología del paisaje;conectividad;percolación,Ciencias Naturales;Ciencias Biológicas;Ecología,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible., Producción y distribución de electricidad y gás"
0001713334,CARLOS ANDRES DURAN PAREDES,Clasificador dee audios del paisaje sonoro sonoro urbano asistido por IA,Computacional,False,Clasificador dee audios del paisaje sonoro sonoro urbano asistido por IA,,Colombia,2022,,,No Aplica,No Aplica,No Aplica
0001502327,JUAN PABLO SERNA LOPEZ,MegaREF,Computacional,False,MegaREF: Megaloptera respiratory Frecuency Analysis,,Colombia,2022,Python 3.7 con librerías de OpenCV versión 4.2,Python 3.7,No Aplica,No Aplica,No Aplica
0001502327,JUAN PABLO SERNA LOPEZ,Macrodex,Computacional,True,Macrodex,,Colombia,2019,Matlab,Matlab,No Aplica,No Aplica,No Aplica
0001420523,FABIO NEBARDO GEMBUEL TUNUBALA,Namui Wam: Hablemos y juguemos,Multimedia,True,Namui Wam: hablemos y juguemos,Resolución 081,Colombia,2016,,,Lengua Nam trik;Multimedia;diálogo intercultural,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",Educación
0000692921,JONATHAN MOSQUERA,informatica basica,Computacional,False,,,Brasil,1999,,,No Aplica,"Ciencias Sociales;Economía y Negocios;Negocios y Management, Ciencias Sociales;Sociología;Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia)",Otros sectores
0001409555,"KELLY GIOVANNA MUNOZ BALCAZAR, YULI SIDNEY GARCES BOLANOS",software kite kiwe versión 2.0,Computacional,True,software Kite Kiwe,00-1,Colombia,2019,Android,Contexto cotidiano,TICS E INNOVACIÓN SOCIAL,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores",Desarrollo de programas (software) y prestación de servicios en informática
0001409555,"KELLY GIOVANNA MUNOZ BALCAZAR, YULI SIDNEY GARCES BOLANOS, JOSE ARMANDO ORDONEZ CORDOBA",Softaware de lengua Kitek Kiwe,Computacional,True,Software de lengua Kitek Kiwe,,Colombia,2016,Gamificación para tablets y android,Su uso es para etnoeducación,Comunicación y desarrollo;TICS E INNOVACIÓN SOCIAL,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0000082373,JORGE LUIS PEREZ NARVAEZ,MÓDULO DE ANÁLISIS DE LA SITUACIÓN EN SALUD AMBIENTAL(MASSA),Computacional,False,MASSA,,Colombia,2016,,,No Aplica,No Aplica,No Aplica
0000338311,ALEXANDER BUENDIA ASTUDILLO,Memoria Nasa,Multimedia,False,,,Colombia,1999,,,Memoria colectiva;comunicación;etnia páez;tragedia;visibilización de actores sociales;reportajes,Ciencias Sociales;Periodismo y Comunicaciones;Medios y Comunicación Social,Educación
0001531286,"FABIAN ANDRES MUNOZ ALEGRIA, JOSE CORTES CARVAJAL",Aplicación móvil para el desarrollo de pausas activas,Computacional,False,,,Colombia,2016,,,Aplicación móvil;Pausas activas;Seguridad laboral;Software aplicado,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones, Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Ocupacional",Desarrollo de programas (software) y prestación de servicios en informática
0001531286,"FABIAN ANDRES MUNOZ ALEGRIA, JOSE CORTES CARVAJAL",Softawe para el desarrollo de pausas activas ¿Pausas Activas¿,Computacional,False,¿Pausas Activas¿,,Colombia,2015,,,Pausas activas;Seguridad laboral;Software aplicado,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones, Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Ocupacional",Educación
0001562582,JOSE CORTES CARVAJAL,Software dinamizador en el desarrollo de pausas activas,Computacional,False,BREAK,,Colombia,2016,Android,,No Aplica,No Aplica,No Aplica
0000011410,"JOSE ARMANDO ORDONEZ CORDOBA, CARLOS HERNAN SIERRA TORRES, CLAUDIA PATRICIA ACOSTA ASTAIZA, OMAR ALEJANDRO SOTELO TORRES",Módulo de Minería de Datos Geográficos (MMDG),Computacional,False,,,Colombia,2016,,,No Aplica,No Aplica,No Aplica
0000011410,"OMAR ALEJANDRO SOTELO TORRES, CARLOS HERNAN SIERRA TORRES",Módulo de Captura de Información (MCI),Computacional,True,,,Colombia,2017,,,No Aplica,No Aplica,No Aplica
0000011410,"CARLOS HERNAN SIERRA TORRES, JOSE ARMANDO ORDONEZ CORDOBA, CLAUDIA PATRICIA ACOSTA ASTAIZA",Módulo de Análisis de la Situación en Salud Ambiental (MASSA),Computacional,True,,,Colombia,2016,,,No Aplica,No Aplica,No Aplica
0000011410,"CARLOS HERNAN SIERRA TORRES, OMAR ALEJANDRO SOTELO TORRES, CLAUDIA PATRICIA ACOSTA ASTAIZA, JOSE ARMANDO ORDONEZ CORDOBA",Módulo de Empoderamiento basado en TIC (MEB-TIC),Computacional,False,,,Colombia,2016,,,No Aplica,No Aplica,No Aplica
0000265675,CARLOS ARTURO LEON ROA,Sistema de Evaluación y Seguimiento de las Acciones PAB Departamentales y Municipales Fase II,Computacional,False,"SIGAPAB "" Sistema para La gestión De Las Acciones PAB Municipales Y Departamentales",,Colombia,2002,,Exterme-Programmig-xp,Sistema de Evaluación y Seguimiento,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de programas (software) y prestación de servicios en informática
0000265675,CARLOS ARTURO LEON ROA,Supervisión Centralizada de Recaudo de Estaciones de Peaje - SUCRE,Computacional,False,SUCRE,Contrato No. RO-548-97 entre Colciencias y Antares Tecnología Ltda..,Colombia,1997,,,Supervisión Centralizada de Recaudo de Estaciones,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de programas (software) y prestación de servicios en informática
0000265675,CARLOS ARTURO LEON ROA,SIGSA - ANÁLISIS ESPACIAL Y GENERACIÓN DE CAPAS DE INFORMACIÓN TEMÁTICA - AMBIENTAL PARA LOS MODELOS SIG EN SALUD,Computacional,False,,,Colombia,2004,"Windows, SQL Server, ArcView 8.3",Cliente - servidor,No Aplica,No Aplica,No Aplica
0000265675,CARLOS ARTURO LEON ROA,TropicApp- Conociendo los ecosistemas Colombianos,Computacional,False,TropicApp,,Colombia,2013,,,No Aplica,No Aplica,No Aplica
0000269140,LUIS FREDDY MUNOZ SANABRIA,PREDIAL Y COMPLEMENTARIOS,Computacional,False,,,Colombia,2007,ORACLE,WINDOWS,PREDIAL,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Desarrollo de programas (software) y prestación de servicios en informática
0000269140,LUIS FREDDY MUNOZ SANABRIA,software para la gestión del fondo rotatorio de FONDECOR,Computacional,False,,,Colombia,2011,,,No Aplica,No Aplica,No Aplica
0000269140,LUIS FREDDY MUNOZ SANABRIA,sistema de registro unificado de información para el área de mercadeo y ventas,Computacional,False,,,Colombia,2011,,,No Aplica,No Aplica,No Aplica
0000269140,LUIS FREDDY MUNOZ SANABRIA,Sistema para kardex y facturación,Computacional,False,,,Colombia,2011,,,No Aplica,No Aplica,No Aplica
0000269140,LUIS FREDDY MUNOZ SANABRIA,Programación de sistema E.R.P (Enterprise Resource Planning) para las empresas de vigilancia,Computacional,False,Programación de sistema E.R.P (Enterprise Resource Planning) para las empresas de vigilancia,18072013,Colombia,2013,"linux, windows","Linux, windows",Agiles;METODOLOGIAS;Seguridad,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de programas (software) y prestación de servicios en informática
0000269140,LUIS FREDDY MUNOZ SANABRIA,ARCHIVO ALCALDIA DE POPAYAN,Computacional,False,,,Colombia,2006,ORACLE,WINDOWS,Agiles;CRITERIOSDW,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería de Producción,Desarrollo de programas (software) y prestación de servicios en informática
