idgruplac,verificado,tipo,nombre,lugar,fecha,isbn,editorial,autores
00000000004638,False,Libro resultado de investigación,Evaluación colaborativa de la usabilidad de aplicaciones de televisión digital interactiva,Estados Unidos,2013,13-978-0-9898393-0-3,Research and Innovation R&I Book,"JOSE LUIS ARCINIEGAS HERRERA, CESAR ALBERTO COLLAZOS, ANDRES FERNANDO SOLANO ALEGRIA"
00000000004638,False,Libro resultado de investigación,Biotecnologia en pocas palabras (3). Biotecnologia y Alimentos. Preguntas y respuestas,España,2003,,No Aplica,"AGUSTIN OLANO VILLEN, ALBERTO CARRASCOSA, MANOLI JUAREZ, MARI CARMEN POLO, GUILLERMO REGLERO"
00000000008591,False,Libro resultado de investigación,Diálogos para dúo de guitarras: Transcripción de obras de la literatura universal,Colombia,2020,979-0-801644-06-0,Editorial Universidad Del Cauca,MAURICIO ESTEBAN ARCOS RODRIGUEZ
00000000015254,False,Libro resultado de investigación,El Chef Enseña,Colombia,2018,978-958-15-0338-4,Sena,VICTOR ALFONSO RIASCOS MENDEZ
00000000015254,False,Libro resultado de investigación,"Ollas, Tulpas y Fogones",Colombia,2015,978-958-15-0193-9,IDENTIDAD GRÁFICA,LUZ MARINA ARDILA BARRAGAN
00000000017064,False,Libro resultado de investigación,Anticolonialismo: Un estudio sobre las ideas de pensadores autodenominados negros e indios,México,2021,978-607-96566-0-8,Ediciones Autonomas,ODIN AVILA ROJAS
00000000017064,False,Libro resultado de investigación,El escritor y la política. Ensayos sobre el pensamiento interdisciplinario de William Ospina,Colombia,2019,978 95857438-9,Samava Ediciones,WILLIAM MINA ARAGON
00000000017064,False,Libro resultado de investigación,"Novela, Sociedad y Cultura",Colombia,2017,978-607-9645755,Asociación Iberoamericana de filosofía práctica,WILLIAM MINA ARAGON
00000000017064,False,Libro resultado de investigación,"ANÁLISIS DE DINÁMICAS Y RIESGOS ELECTORALE5S DEPARTAMENTO DE NARIÑO, 2015",Colombia,2015,978-958-58730-8-7,Misión de Observación Electoral,"EDUARDO ANDRES CHILITO PIAMBA, LUIS FERNANDO CALVACHE"
00000000008591,False,Libro resultado de investigación,Popayán en las Canciones de Sergio Rojas Fajardo,Colombia,2020,978-958-732-406-8,Editorial Universidad Del Cauca,"CARLOS HUGO AYALA, JORGE ANIBAL CORAL GUERRON, JUAN CARLOS GOMEZ ALVAREZ, ADRIANA VALERA DE LA PROVIDENC"
00000000010009,False,Libro resultado de investigación,"Dinámica No-lineal de un Servomecanismo neumático de Posicionamiento, Modelado, Análisis y Cotrol No-lineal",Colombia,2011,978-3-8454-9540-8,Editorial Académica Española,GERMAN ARTURO BACCA BASTIDAS
00000000008591,False,Libro resultado de investigación,Estudio n° XI para guitarra de Leo Brouwer: un análisis desde la propuesta larueniana,Alemania,2018,978-3-659-65895-2,Editorial Académica Española,MAURICIO ESTEBAN ARCOS RODRIGUEZ
00000000003625,False,Libro resultado de investigación,Developing Technology Transfer Processes in rural contexts: The case of Cauca in Colombia,Suecia,2018,978-91-87045-84-4,Halmstad University Press,DEYCY JANETH SANCHEZ PRECIADO
00000000003625,False,Libro resultado de investigación,Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado,Colombia,2008,978-958-9451-88-5,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, ADOLFO PLAZAS TENORIO, DEYCY JANETH SANCHEZ PRECIADO, SANDRA PATRICIA REBOLLEDO ACOSTA, NATALIA CAROLINA MAYA, CAROLINA QUINONEZ ZUNIGA"
00000000007096,False,Libro resultado de investigación,Las industrias 4.0 en el Cauca: un hábitat para el emprendimiento y la innovación,No Aplica,2021,9789588614519,Sello editorial Uniautónoma del Cauca,WILFRED FABIAN RIVERA MARTINEZ
00000000010009,False,Libro resultado de investigación,Estudio de un Rugosímetro Neumático,Colombia,2017,978-3-639-79640-7,Editorial Académica Española,GERMAN ARTURO BACCA BASTIDAS
00000000002178,False,Libro resultado de investigación,RECUPERACION DE ALIMENTOS NATIVOS Y DE SALUD COLECTIVA EN COMUNIDADES NASA,Colombia,2010,978958732040,Universidad del Cauca,"HUGO PORTELA GUARIN, HAROLG GONZALEZ, KATHERINE BRAVO ILLERA, ISABEL CRISTINA TEJADA ESPINOSA"
00000000008150,False,Libro resultado de investigación,ESTRATEGIAS DE RESOLUCIÓN DE PROBLEMAS: GRAFOS,Colombia,2021,978-958-5123-63-2,Editorial Universidad De Narino,JOHN HERMES CASTILLO GOMEZ
00000000004277,False,Libro resultado de investigación,Manejo Tecnico Para La Produccion De Aguacate Variedad Hass En La Meseta De Popayan,Colombia,2011,978-958-732-086-2,Universidad del Cauca,IVAN PAZ NARVAEZ
00000000004277,False,Libro resultado de investigación,Poscosecha De Productos Hortofruticolas Para Entorno Virtual,Colombia,2008,978-958-9451-78-6,Editorial Universidad Del Cauca,"YAMID PISMAG PORTILLA, JOSE MANUEL TOBAR MESA, REINALDO VELASCO MOSQUERA"
00000000004277,False,Libro resultado de investigación,DIAGNOSTICO AMBIENTAL AVICOLA Y ESTRATEGIAS DE MEJORAMIENTO,Colombia,2008,56-16498-89-6,Editorial Universidad Del Cauca,FREDY JAVIER LOPEZ MOLINA
00000000002178,False,Libro resultado de investigación,Dinamicas socioculturales y ambientales del Pacifico Colombiano. Historias y reflexiones más allá del litoral,Colombia,2020,978-958-732-421-1,Ediorial Universidad Del Cauca,TULIO ANDRES CLAVIJO GALLEGO
00000000002178,False,Libro resultado de investigación,Referentes contextuales para el análisis del desplazamiento forzado y la vulnerabilidad territorial en el Cauca indígena,Colombia,2018,9585672472,Editorial Universidad Del Cauca,"MERCY LORENA URBANO PARDO, HUGO PORTELA GUARIN"
00000000002178,False,Libro resultado de investigación,"La vivienda palafítica del Pacifico, expresión y persistencia de una forma de ver el mundo.",Colombia,2016,71140986127,Banco de la República,CARLOS ENRIQUE OSORIO GARCES
00000000002178,False,Libro resultado de investigación,"Lectura de la cotidianidad, Aproximaciones pedagógicas a las culturas caucanas",Colombia,2009,978-958-732-028-2,Editorial Universidad Del Cauca,HUGO PORTELA GUARIN
00000000009075,False,Libro resultado de investigación,History of Psychology in Latin America A Cultural Approach,Suiza,2021,978-3-030-73682-8,"Springer Publishing Company, Inc.",JULIO CESAR OSSA OSSA
00000000002178,False,Libro resultado de investigación,Herederos De Eva,Colombia,2008,978-958-732-001-5,Editorial Universidad Del Cauca,FRANZ XAVER FAUST
00000000002178,False,Libro resultado de investigación,Un Viaje Por Paisajes Miticos De Colombia,Colombia,2004,9589475655,Editorial Universidad Del Cauca,FRANZ XAVER FAUST
00000000002178,False,Libro resultado de investigación,Doscientos Mil Anos De Mareas En La Historia De La Humanidad,Colombia,2003,9588139740,Faid editores,FRANZ XAVER FAUST
00000000002178,False,Libro resultado de investigación,Informe Final Convenio UNICAUCA-ECOPETROL,Colombia,2002,,TECNIGRAFICAS,HUGO PORTELA GUARIN
00000000002178,False,Libro resultado de investigación,Yu-ce:Atención Primaria en Salud zona nor-oriental indígena del Cauca. Estudios medico- antropológicos.,Colombia,1988,no tiene,Universidad del Cauca,"HUGO PORTELA GUARIN, CARLOS PARDO VARGAS, OMAR GONZALEZ, LUIS GOMEZ DOMINGUEZ, FRANCO RUIZ, NELLY DAZA"
00000000009075,False,Libro resultado de investigación,Honor y magia en la vida pandillera,Colombia,2021,9789585184268,Universidad Icesi,JORGE ORDONEZ VALVERDE
00000000004639,False,Libro resultado de investigación,Investigacion Cualitativa La Complementariedad Una Guia Para Abordar Estudios Sociales,Colombia,2008,978-958-8269-20-7,Editorial Kinesis,"LUIS GUILLERMO JARAMILLO ECHEVERRI, NAPOLEON MURCIA PENA"
00000000004639,False,Libro resultado de investigación,Funsionalismo Y Vanalidad Evanescencia Y Alteridad,Colombia,2007,958-97715-7-2,Universidad del Quindío,"LUIS GUILLERMO JARAMILLO ECHEVERRI, JORGE ALBERTO LOPEZ, LUZ MARY ZULUAGA"
00000000015758,False,Libro resultado de investigación,IDENTIFICACION DE INTANGIBLES,Colombia,2017,978-958-732-302-3,Universidad del Cauca,FRANCISCO JAVIER ORTEGA
00000000004639,False,Libro resultado de investigación,Consentido,Colombia,2005,9589475809,Universidad del Cauca,PEDRO ANIBAL YANZA MERA
00000000017651,False,Libro resultado de investigación,"Restauración Ecológica y Gestión Colaborativa para un producto turístico de naturaleza en Cajibío, Cauca",Colombia,2018,978-958-732-273-7,Editorial Universidad Del Cauca,"ANDRES JOSE CASTRILLON MUNOZ, JUAN CARLOS VILLALBA MALAVER"
00000000003853,False,Libro resultado de investigación,Plan de acción estratégico para fortalecer la conservación y el uso de los recursos fitogenéticos mesoamericanos para la adaptación de la agricultura al cambio climático,Colombia,2013,978-92-9043-968-4,Bioversity International,CAROLINA ALCAZAR CAICEDO
00000000002146,False,Libro resultado de investigación,Guía Del Mercadeo De Plantas Aromáticas Y Especias En La Plaza De Mercado Del Barrio Bolívar En La Ciudad De Popayán,Colombia,2011,978-958-732-089-3,Taller Editorial Universidad Del Cauca,"SILVIO ANDRES MOSQUERA SANCHEZ, JINNA LIZETH FERNANDEZ, RUBEN DARIO RUIZ, JOSE MANUEL TOVAR MESA, SANDRA PATRICIA GODOY BONILLA, JUAN JOSE BRAVO BASTIDAS"
00000000002146,False,Libro resultado de investigación,Fisioogía De La Maduración De Frutas,Colombia,2010,9789587320695,Taller Editorial Universidad Del Cauca,JOSE LUIS HOYOS CONCHA
00000000002146,False,Libro resultado de investigación,Poscosecha De Productos Hortofruticolas Para Entorno Virtual,Colombia,2008,978-958-9451-78-6,Editorial Universidad Del Cauca,"REINALDO VELASCO MOSQUERA, JOSE MANUEL TOBAR MESA, REMIGIO YAMID PISMAG PORTILLA"
00000000002146,False,Libro resultado de investigación,Agroindustria Nivel 1 Para Entornos Virtuales,Colombia,2007,978-958-9451-50-2,Editorial Universidad Del Cauca,"REINALDO VELASCO MOSQUERA, HECTOR S VILLADA, DORA CLEMENCIA VILLADA CASTILLO"
00000000002146,False,Libro resultado de investigación,Agroindustria Nivel 2 Para Entorno Virtual,Colombia,2007,978-958-9451-42-7,Universidad del Cauca,"REINALDO VELASCO MOSQUERA, CARLOS ANDRES CHANTRE ORTIZ, HECTOR S VILLADA"
00000000002191,False,Libro resultado de investigación,Xvii Congreso Colombiano De La Ciencia Del Suelo: Memorias,Colombia,2014,978-95-88598-10-9,Sociedad Colombiana De Ciencia Del Suelo,CAMILO ANDRES ARBOLEDA PARDO
00000000004407,False,Libro resultado de investigación,Gobernanza del agua en la cuenca alta del río Cauca,Colombia,2020,9789587324105,Universidad del Cauca,"ALEJANDRO RAMIREZ HURTADO, RAUL HERNANDO CORTES LANDAZURY"
00000000000625,False,Libro resultado de investigación,Establecimiento y manejo de pasturas mejoradas,Colombia,2018,978-958-694-215-7,Centro Internacional De Agricultura Tropical Ciat,JHON FREDDY GUTIERREZ SOLIS
00000000000625,False,Libro resultado de investigación,Estrategias Tecnológicas para Mejorar la Productividad y Competitividad de la Actividad Ganadera - Herramientas para Enfrentar el Cambio Climático,Colombia,2016,978-958-694-155-6,Centro Internacional de Agricultura Tropical,"JHON FREDDY GUTIERREZ SOLIS, BELISARIO HINCAPIE CARVAJAL, ISABEL CRISTINA MOLINA BOTERO, JACOBO ARANGO MEJIA, MAURICIO EFREN SOTELO CABRERA, PAOLA ANDREA PARDO SARAY"
00000000000625,False,Libro resultado de investigación,ALTERNATIVAS FORRAJERAS PARA EL TROPICO BAJO,Colombia,2013,978-958-694-124-2,Feriva Sa,"PETERS MICHAEL, NELSON VIVAS QUILA, SANDRA MORALES VELASCO, BELISARIO HINCAPIE, JULIE KATHERINE ORDONEZ CIFUENTES"
00000000000625,False,Libro resultado de investigación,Especies Forrajeras Multipropósito: Opciones Para Productoes Del Trópico Americano,Colombia,2011,9789586941082,Centro Internacional De Agricultura Tropical Ciat,BELISARIO HINCAPIE CARVAJAL
00000000000625,False,Libro resultado de investigación,"Formulaciòn Y Evaluaciòn De Proyectos: Màs Que Un Proyecto, Un Plan De Negocios",Colombia,2009,978-958-44-4818-7,Ediorial Universidad Del Cauca,CARLOS ALBERTO GONZALEZ CALLEJAS
00000000010589,False,Libro resultado de investigación,REFLEXIONES SOBRE LA SALVAGUARDIA DE LAS PROCESIONES DE SEMANA SANTA.POPAYÁN (COLOMBIA) Y ANDALUCIA (ESPAÑA),Colombia,2019,978-958-722-373-6,Editorial Universidad Tecnológica de Pereira,"LILIANA VARGAS AGREDO, CLARA LUCIA BURBANO GONZALEZ, DIANA CAROLINA BEDOYA FERNANDEZ, GEMA CARRERA DIAZ, MINERVA PARRA PERALBA, CLARA BEJARANO PELLICER"
00000000010589,False,Libro resultado de investigación,REFLEXIONES SOBRE LA SALVAGUARDIA DE LAS PROCESIONES DE SEMANA SANTA.POPAYÁN (COLOMBIA) Y ANDALUCIA (ESPAÑA),Colombia,2020,978-958-722-503-7,Editorial Universidad Tecnológica de Pereira,"LILIANA VARGAS AGREDO, DIANA CAROLINA BEDOYA FERNANDEZ, CLARA LUCIA BURBANO GONZALEZ, MINERVA PARRA PERALBA, GEMA CARRERA DIAZ, CLARA BEJARANO PELLICER"
00000000006693,False,Libro resultado de investigación,Vivencias De Las Mujeres Con Cancer De Seno,España,2009,9783845491820,EDITORIAL ACADEMICA ESPAÑOLA,SANDRA FELISA MUNOZ BRAVO
00000000008160,False,Libro resultado de investigación,Arquitecturas de Gestión de Redes y Servicios de Telecomunicaciones,Colombia,2009,978-958-8308-50-0,Impresora Feriva S A,"JOSE LUIS ARCINIEGAS HERRERA, FERNANDO VELEZ"
00000000008160,False,Libro resultado de investigación,Tecnologías De La Información Y Las Comunicaciones Para Zonas Rurales. Aplicación A La Atención De Salud En Países En Desarrollo,España,2011,978-84-15413-08-0,CYTED,"ALVARO RENDON GALLON, PATRICIA JEANNETH LUDENA GONZALEZ, ANDRES MARTINEZ FERNANDEZ"
00000000008160,False,Libro resultado de investigación,Aprendizaje Activo En Entornos De Aprendizaje Ubicuo Soportados En Conciencia Contextual.,Estados Unidos,2011,9780983321026,Research and Innovation R&I Book,"JORGE ELIECER GOMEZ GOMEZ, GUSTAVO ADOLFO RAMIREZ GONZALEZ, DANIEL JOSE SALAS ALVAREZ, VELSSY HERNANDEZ RIANO"
00000000008160,False,Libro resultado de investigación,Tecnologías Para El Desarrollo De Servicios Convergentes,Colombia,2011,978-958-732-100-5,Ediorial Universidad Del Cauca,JUAN CARLOS CORRALES MUNOZ
00000000008160,False,Libro resultado de investigación,Evaluación De Internet De Objetos En Espacios De Aprendizaje,Estados Unidos,2011,978-0-9833210-1-9,Research and Innovation R&I Book,GUSTAVO ADOLFO RAMIREZ GONZALEZ
00000000008160,False,Libro resultado de investigación,Diseño Instruccional E Internet De Objetos. Una Evaluación Preliminar En El Aprendizaje Practico.,Estados Unidos,2011,978-0-9833210-0-2,Research and Innovation R&I Book,"ELEONORA PALTA VELASCO, GUSTAVO ADOLFO RAMIREZ GONZALEZ, MARIO FERNANDO SOLARTE SARASTY"
00000000008160,False,Libro resultado de investigación,Interoperable Architectures for Advanced Health Information Systems,Alemania,2010,978-3832289461,Shaker Verlag GmbH,DIEGO MAURICIO LOPEZ GUTIERREZ
00000000008160,False,Libro resultado de investigación,RECUPERACION DE ALIMENTOS NATIVOS Y DE SALUD COLECTIVA EN COMUNIDADES NASA,Colombia,2010,9789587320404,Editorial Universidad Del Cauca,"HUGO PORTELA GUARIN, KATHERINE BRAVO ILLERA, ISABEL CRISTINA TEJADA ESPINOSA, HAROLD WILSON GONZALEZ JIMENEZ, ALVARO RENDON GALLON, MARIA DEL PILAR RESTREPO DE PAZ"
00000000008160,False,Libro resultado de investigación,"Ehealth: Combining Health Telematics, Telemedicine, Biomedical Engineering And Bioinformatics To The Edge. Cehr Conference Proceedings",Alemania,2008,978-1-58603-834-2,IOS Press,"BERND BLOBEL, PETER PHAROW, JANA ZVAROVA, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000006693,False,Libro resultado de investigación,Interculturalidad y Percepciones en Salud materno Perinatal en Toribio,Colombia,2009,978-620-2-12163-7,EDITORIAL ACADEMICA ESPAÑOLA,SANDRA FELISA MUNOZ BRAVO
00000000008160,False,Libro resultado de investigación,Servicios Y Aplicaciones De Las Redes Inalámbricas De Siguiente Generación. Proceedings I2comm 2008,Colombia,2008,978-958-8357-03-4,Universidad Icesi,"ALEXANDER GARCIA DAVALOS, OSCAR MAURICIO CAICEDO RENDON, ANDRES FELIPE MILLAN CIFUENTES, ANDRES NAVARRO CADAVID"
00000000008160,False,Libro resultado de investigación,Redes Inalámbricas Para Zonas Rurales,Perú,2008,978-9972-42-843-2,Pontificia Universidad Catolica Del Peru,"EVA JULIANA MAYA ORTIZ, GERSON ARAUJO, LUIS CAMACHO, DAVID CHAVEZ, CESAR CORDOVA, DAVID ESPINOZA, RENATO HONDA, LEOPOLDO LINAN, JESUS MARGARITO, ANDRES MARTINEZ, PABLO OSUNA, JUAN PACO, YVANNA QUIJANDRIA, RIVER QUISPE, SANDRA SALMERON, ARNAU SANCHEZ, PAOLA SANONI, JOAQUIN SOANE, JAVIER SIMO, JAIME VERA, YURI PACHECO, CARLOS REY"
00000000008160,False,Libro resultado de investigación,Estrategia Integral Para Mejorar La Competitividad De Agrocadenas De Productores Rurales De Pequeña Escala En El Departamento Del Cauca,Colombia,2007,978-958-9451-49-6,Editorial Universidad Del Cauca,ADOLFO PLAZAS TENORIO
00000000008160,False,Libro resultado de investigación,Tecnologias Convergentes Aplicadas A La Computacion Movil Proceedings I2comm 2006,Colombia,2006,958-9279-89-9,Universidad Icesi,"ALEXANDER GARCIA DAVALOS, OSCAR MAURICIO CAICEDO RENDON, ANDRES FELIPE MILLAN CIFUENTES, ANDRES NAVARRO CADAVID"
00000000008160,False,Libro resultado de investigación,Modelo Integral Para El Profesional En Ingeniería,Colombia,2005,9589475663,Editorial Universidad Del Cauca,CARLOS ENRIQUE SERRANO CASTANO
00000000008160,False,Libro resultado de investigación,"Agenda Ciencia Y Tecnología Caucacyt - Tejiendo Redes, Tejiendo Saberes .",Colombia,2005,958-9475-77-9,Universidad del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, LUZ ESTELLA PEMBERHY GALLO, EDUARDO ROJAS PINEDA, ADOLFO PLAZAS TENORIO, APOLINAR FIGUEROA CASAS"
00000000008160,False,Libro resultado de investigación,Tecnologías Para La Distribución De La Información Y El Procesamiento: Internet Y Corba,Colombia,2004,958-9475-46-9,Editorial Universidad Del Cauca,"DIEGO ANDRES ACOSTA ORTIZ, JUAN CARLOS VIDAL, MANUEL FERNANDEZ IGLESIAS, MARTIN LLAMAS NISTAL, RAUL PEREZ CASARES, ALVARO RENDON GALLON"
00000000000625,False,Libro resultado de investigación,Introduccion A Los Sistemas De Ventilacion Y Control De Ambientes Termicos,Colombia,2006,958-33-9524-2,Taller Editorial Universidad Del Cauca,"CARLOS ALBERTO GONZALEZ CALLEJAS, JUAN MIGUEL VILLA, JESUS EDUARDO BRAVO"
00000000000625,False,Libro resultado de investigación,"Neolimnos, Resúmenes Vii Seminario Colombiano De Limnología Y I Reunión Internacional Sobre Rios Y Humedales Neotropicales Neolimnos",Colombia,2006,958-33-9793-8,Centro de publicaciones Universidad del Tolima,SANDRA MORALES VELASCO
00000000000625,False,Libro resultado de investigación,Evaluacion Y Control De Ruido Industrial,Colombia,2005,958-33-8273-6,Editorial De La Universidad Del Cauca,"CARLOS ALBERTO GONZALEZ CALLEJAS, JUAN MIGUEL VILLA, JESUS EDUARDO BRAVO"
00000000010563,False,Libro resultado de investigación,Perioperative Safety in Middle-Income Countries,Países Bajos,2019,978-94-6361-245-6,Optima Grafische Communicatie B.V.,JOSE ANDRES CALVACHE ESPANA
00000000008372,False,Libro resultado de investigación,Historia Comparada De La Doctrina De La Seguridad Nacional: Chile-Colombia,Colombia,2009,978-958-44-5066-1,Antropos,EDGAR DE JESUS VELASQUEZ RIVERA
00000000008372,False,Libro resultado de investigación,"Rebeliones En La Provincia. La Guerra De Los Supremos En Las Provincias Suroccidentales Y Nororientales Granadinas, 1839 - 1842",Colombia,2007,978-958-98168-5-1,Editorial Facultad De Humanidades Universidad Del Valle,LUIS ERVIN PRADO ARELLANO
00000000008372,False,Libro resultado de investigación,Historia De La Transición A La Democracia En Chile,Colombia,2007,978-958-44-1124-2,Diseño Gráfico e Impresiones,EDGAR DE JESUS VELASQUEZ RIVERA
00000000008372,False,Libro resultado de investigación,El golpe de Estado en Venezuela,Colombia,2003,958-33-5046-7,Antropos,EDGAR DE JESUS VELASQUEZ RIVERA
00000000008372,False,Libro resultado de investigación,Carlos Albán Y Su Tiempo,Colombia,2002,958-33-3237-2,Feriva,EDGAR DE JESUS VELASQUEZ RIVERA
00000000008372,False,Libro resultado de investigación,Imaginario De La Intolerancia En Colombia,Colombia,1995,958-95762-0-6,Apolo,EDGAR DE JESUS VELASQUEZ RIVERA
00000000012484,False,Libro resultado de investigación,"El sector cafetero en el suroccidente Colombiano, referencia de liderazgo empresarial del Cauca",Colombia,2022,978-958-722-720-8,Editorial Universidad Tecnológica de Pereira,"DIANA XIMENA SANCHEZ TROCHEZ, LAURA BEATRIZ POTES ORDONEZ, GABRIEL DE LA TORRE SOLARTE"
00000000008372,False,Libro resultado de investigación,"Diarios de la Guerra de mediados de siglo en las provincias del Cauca, 1851-8154",Colombia,2014,986-958-732-142-5,Editorial Universidad Del Cauca,"LUIS ERVIN PRADO ARELLANO, DAVID FERNANDO PRADO VALENCIA, LAURA HELENA RAMIREZ TOBAR"
00000000012484,False,Libro resultado de investigación,"La historia empresarial de la industrialización de los licores, una perspectiva desde el departamento del Cauca",Colombia,2022,978-958-722-621-8,Editorial Universidad Tecnológica de Pereira,"LAURA BEATRIZ POTES ORDONEZ, GABRIEL DE LA TORRE SOLARTE, DIANA XIMENA SANCHEZ TROCHEZ"
00000000016547,False,Libro resultado de investigación,Crianza para el Fortalecimiento Familiar en el Norte del Cauca,Brasil,2020,978-65-87396-15-6,Editora Artemis,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL"
00000000016547,False,Libro resultado de investigación,Música para la formación ciudadana,Colombia,2019,978958-619-015-2,Programa Editorial Universidad Autonoma de Occidente,JUAN DIEGO CASTRILLON CORDOVEZ
00000000016547,False,Libro resultado de investigación,"e-visiones diversas sobre el conocimiento, tomo I",Colombia,2018,9789585525534,EDITORIAL USC,"ROSA DEL PILAR COGUA ROMERO, EDWARD JAVIER ORDONEZ"
00000000016547,False,Libro resultado de investigación,e-unimedios. manual de estilo,Colombia,2016,978­958­8920­35­1,EDITORIAL USC,EDWARD JAVIER ORDONEZ
00000000016547,False,Libro resultado de investigación,unimedios. manual de estilo,Colombia,2016,9789588920344,EDITORIAL USC,"EDWARD JAVIER ORDONEZ, OLGA GRACE BEHAR LEISER"
00000000015758,False,Libro resultado de investigación,Recomendaciones para toma de decisiones en la política pública del Pací¿co,Colombia,2021,978-958-5177-81-9,Pontificia Universidad Javeriana Cali,WILLIAM BERNARDO MACIAS OROZCO
00000000008372,False,Libro resultado de investigación,El Golpe De Estado En Honduras,Colombia,2010,978-958-44-7589-3,Ántropos Ltda,EDGAR DE JESUS VELASQUEZ RIVERA
00000000001162,False,Libro resultado de investigación,Las Antinormas Del Poder Local - Silvia En El Cauca Indígena,Colombia,2002,958-9475-24-8,Universidad del Cauca,GUILLERMO LEON MARTINEZ PINO
00000000000625,False,Libro resultado de investigación,Especies Forrajeras Multipropósito: Opciones para productores de Centroamérica ,Colombia,2003,958-694-048-9,Centro Internacional De Agricultura Tropical Ciat,"MICHAEL PETERS, BELISARIO HINCAPIE CARVAJAL"
00000000001162,False,Libro resultado de investigación,Ecosimías. Visiones y prácticas de diferencia económico/cultural en contextos de multiplicidad,Colombia,2012,978958-732-115-9,Editorial Universidad Del Cauca,OLVER BOLIVAR QUIJANO VALENCIA
00000000002140,False,Libro resultado de investigación,"Leishmaniosis: Aspectos Clínicos, Epidemiológicos, De Diagnóstico Y Tratamiento. Capítulo 16. En: Texto De Medicina Interna, 1a Edición.",Colombia,2009,958-732-012-3,Ediorial Universidad Del Cauca,SULMA LILIAN MUNOZ BENITEZ
00000000005369,False,Libro resultado de investigación,"Libro de actas Congreso Internacional Comunicación, conflictos y cambio social",Colombia,2018,978-84-606-8658-3,No Aplica,PAULO PAZ RAMOS
00000000005369,False,Libro resultado de investigación,Medios De Comunicación Y Educación. La Perspectiva Radial,Colombia,2008,978-958-44-3277-3,Diseno Grafico E Impresiones,HERNAN RODRIGUEZ URIBE
00000000001162,False,Libro resultado de investigación,Darse cuenta. Falacias del emprendimiento y los negocios culturales,Colombia,2022,978-958-732-546-1,Sello Editorial Universidad del Cauca,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Libro resultado de investigación,Darse cuenta. Falacias del emprendimiento y los negocios culturales,Colombia,2022,978-958-732-545-4,Sello Editorial Universidad del Cauca,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Libro resultado de investigación,Crítica a los ejercicios de la representación,Colombia,2022,978-958-732-519-5,Editorial Universidad Del Cauca,FRANCISCO JAVIER ORTEGA
00000000001162,False,Libro resultado de investigación,"Modernidad, Capitalismo y Contabilidad. Cartografías de dominación desde los dispositivos de la información económica.",Colombia,2020,978-958-48-8644-6,Taller Editorial Universidad Del Cauca,GUILLERMO LEON MARTINEZ PINO
00000000001162,False,Libro resultado de investigación,Posibles Y Plurales. Analíticas Para No Perder El Acontecimiento,Alemania,2011,978-3-8454-9299-5,Editorial Académica Española,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Libro resultado de investigación,De Sueño A Pesadilla Colectiva. Elementos Para Una Crítica Político-Cultural Del Desarrollo,Colombia,2002,958-33-3348-4,Editorial Universidad Del Cauca,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Libro resultado de investigación,Eufemismos. Cinismo y sugestión enla actual ampliación del campo de batalla,Colombia,2011,978-958-44-8705-6,Taller Editorial Universidad Del Cauca,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Libro resultado de investigación,"Lectura de la cotidianidad, Aproximaciones pedagógicas a las culturas caucanas",Colombia,2009,978-958-732-028-2,Editorial Universidad Del Cauca,"CARLOS CORREDOR JIMENEZ, FELIPE GARCIA QUINTERO, FRANCISCO GOMEZ CAMPILLO, NELSON HURTADO, NELSON FREDY OSORIO, HUGO PORTELA GUARIN, OSCAR EDUARDO POTES, JOSE RAFAEL ROSERO MORALES, ANA MARIA SOLARTE, CARMEN ELENA MONTEALEGRE"
00000000001162,False,Libro resultado de investigación,La Educación Contable: Encrucijada De Una Formación Monodisciplinaria En Un Entorno Complejo E Incierto,Colombia,2008,9589451772,Editorial Universidad Del Cauca,GUILLERMO LEON MARTINEZ PINO
00000000001162,False,Libro resultado de investigación,Posibles Y Plurales. Analíticas Para No Perder El Acontecimiento,Colombia,2008,978-958-9451-76-2,Editorial Universidad Del Cauca,OLVER BOLIVAR QUIJANO VALENCIA
00000000001162,False,Libro resultado de investigación,Biopolítica Y Filosofías De Vida,Colombia,2006,95-89451-17-9,Editorial Universidad Del Cauca,"OLVER BOLIVAR QUIJANO VALENCIA, JAVIER TOBAR COMP, JUAN CAMILO CAJIGAS R, CARLOS LUISA DEL CAIRO, FERNANDO VALENCIA R, JAVIER ARTEAGA, MARIO MADRONERO"
